fullname,des,ip,sigma_vi,ps,energy,sigma_mc,method,id,date,ts
(2014 KC45),2014 KC45,9.427e-09,0.9119,-10.51,2.914e-03,,IOBS,bK14K45C,2121-09-05.03,0
(2014 KC45),2014 KC45,1.598e-08,0.7186,-10.28,2.915e-03,,IOBS,bK14K45C,2121-09-04.46,0
(2014 KC45),2014 KC45,1.099e-08,1.7824,-10.45,2.917e-03,,IOBS,bK14K45C,2121-05-31.91,0
(2014 KC45),2014 KC45,3.167e-08,1.0071,-9.99,2.917e-03,,IOBS,bK14K45C,2121-05-31.85,0
(2014 KC45),2014 KC45,2.304e-07,1.7298,-9.12,2.915e-03,,IOBS,bK14K45C,2119-06-01.36,0
(2014 KC45),2014 KC45,4.824e-07,0.9673,-8.80,2.915e-03,,IOBS,bK14K45C,2119-06-01.30,0
(2016 JA6),2016 JA6,1.157e-08,0.6281,-8.87,2.450e-01,,IOBS,bK16J06A,2118-11-05.96,0
(2016 JA6),2016 JA6,1.140e-07,0.5215,-7.87,2.446e-01,,IOBS,bK16J06A,2117-11-05.69,0
(2016 JA6),2016 JA6,1.481e-06,1.0879,-6.76,2.429e-01,,IOBS,bK16J06A,2117-05-03.66,0
(2016 JA6),2016 JA6,6.754e-08,1.0792,-8.10,2.427e-01,,IOBS,bK16J06A,2116-05-03.43,0
(2016 JA6),2016 JA6,1.433e-09,0.9343,-9.77,2.425e-01,,IOBS,bK16J06A,2116-05-03.43,0
(2016 JA6),2016 JA6,3.371e-09,1.6148,-9.40,2.426e-01,,IOBS,bK16J06A,2116-05-03.42,0
(2016 JA6),2016 JA6,3.784e-08,1.0576,-8.31,2.424e-01,,IOBS,bK16J06A,2108-05-03.41,0
(2016 JA6),2016 JA6,2.372e-07,1.6363,-7.51,2.428e-01,,IOBS,bK16J06A,2107-05-04.21,0
(2016 JA6),2016 JA6,2.701e-08,0.7800,-8.40,2.450e-01,,IOBS,bK16J06A,2099-11-05.20,0
(2016 JA6),2016 JA6,2.446e-06,0.4548,-6.45,2.426e-01,,IOBS,bK16J06A,2099-05-03.17,0
(2016 JA6),2016 JA6,1.112e-07,0.8744,-7.79,2.427e-01,,IOBS,bK16J06A,2099-05-03.16,0
(2016 JA6),2016 JA6,6.987e-08,2.1676,-7.96,2.440e-01,,IOBS,bK16J06A,2094-11-04.97,0
(2016 JA6),2016 JA6,3.185e-08,2.2092,-8.28,2.432e-01,,IOBS,bK16J06A,2091-05-03.19,0
(2016 JA6),2016 JA6,1.584e-07,0.3533,-7.59,2.427e-01,,IOBS,bK16J06A,2091-05-03.17,0
(2016 JA6),2016 JA6,8.822e-08,0.5310,-7.77,2.426e-01,,IOBS,bK16J06A,2081-05-02.68,0
(2005 WY),2005 WY,7.400e-10,1.6329,-10.49,6.077e-02,,IOBS,bK05W00Y,2107-02-02.63,0
(2005 WY),2005 WY,3.353e-09,1.6204,-9.46,6.032e-02,,IOBS,bK05W00Y,2060-01-27.56,0
(2019 NL4),2019 NL4,3.213e-08,0.4562,-8.23,4.464e-01,,IOBS,bK19N04L,2120-07-05.99,0
(2019 NL4),2019 NL4,1.544e-08,0.1191,-8.38,4.545e-01,,IOBS,bK19N04L,2091-07-06.36,0
(2019 NL4),2019 NL4,2.401e-09,0.0911,-9.19,4.543e-01,,IOBS,bK19N04L,2091-07-06.32,0
(2019 NL4),2019 NL4,8.127e-08,0.3227,-7.53,4.553e-01,,IOBS,bK19N04L,2074-07-06.35,0
(2001 DZ76),2001 DZ76,1.616e-09,3.5988,-9.02,9.500e-01,,IOBS,bK01D76Z,2079-02-20.20,0
(2022 KC3),2022 KC3,8.342e-08,2.3794,-8.33,9.857e-02,,IOBS,bK22K03C,2118-08-22.05,0
(2006 SC),2006 SC,2.007e-07,1.7839,-7.02,1.241e+00,,IOBS,bK06S00C,2109-09-14.41,0
(2004 OD4),2004 OD4,1.836e-09,1.2249,-9.90,8.434e-02,,IOBS,bK04O04D,2093-07-16.47,0
(2021 CP7),2021 CP7,5.404e-09,4.3489,-9.87,3.105e-02,,IOBS,bK21C07P,2108-02-26.33,0
(2021 BV1),2021 BV1,2.527e-08,1.9266,-8.66,5.538e-02,,IOBS,bK21B01V,2064-01-18.58,0
(2026 AZ2),2026 AZ2,9.571e-09,2.0131,-8.40,1.427e-01,,IOBS,bK26A02Z,2043-01-15.43,0
(2025 HY1),2025 HY1,4.466e-06,1.6490,-6.67,4.513e-02,,IOBS,bK25H01Y,2083-04-15.48,0
(2026 BB6),2026 BB6,1.492e-07,1.5795,-7.34,7.721e-01,,IOBS,bK26B06B,2115-02-03.67,0
(2025 FR),2025 FR,2.047e-06,0.3087,-5.98,1.511e+00,,IOBS,bK25F00R,2115-03-14.39,0
(2025 FR),2025 FR,3.201e-07,1.7659,-6.78,1.502e+00,,IOBS,bK25F00R,2115-03-14.38,0
(2022 JN11),2022 JN11,2.386e-08,0.5078,-10.17,2.438e-03,,IOBS,bK22J11N,2120-05-04.87,0
(2022 JN11),2022 JN11,8.440e-08,1.3269,-9.59,2.458e-03,,IOBS,bK22J11N,2114-05-06.49,0
(2021 CD),2021 CD,2.137e-08,1.7647,-9.08,6.509e-02,,IOBS,bK21C00D,2122-01-28.68,0
(2021 CD),2021 CD,3.943e-08,1.7443,-8.81,6.508e-02,,IOBS,bK21C00D,2122-01-28.64,0
(2024 RC16),2024 RC16,5.958e-05,1.1082,-5.26,5.833e-02,,IOBS,bK24R16C,2062-09-09.09,0
(2026 BS7),2026 BS7,6.823e-08,1.1980,-8.21,1.708e-01,,IOBS,bK26B07S,2114-10-07.80,0
(2026 AC17),2026 AC17,1.651e-08,1.3333,-10.73,8.073e-04,,IOBS,bK26A17C,2126-01-13.38,0
(2025 VX),2025 VX,8.210e-08,0.7349,-8.52,5.815e-02,,IOBS,bK25V00X,2119-11-12.68,0
(2025 YU11),2025 YU11,1.110e-10,1.1144,-11.73,1.760e-02,,IOBS,bK25Y11U,2103-06-30.45,0
(2025 YU11),2025 YU11,4.197e-08,1.4247,-8.47,1.724e-02,,IOBS,bK25Y11U,2041-07-04.69,0
(2025 NH1),2025 NH1,2.263e-08,2.0320,-10.50,5.329e-04,,IOBS,bK25N01H,2083-07-05.61,0
(2025 NH1),2025 NH1,6.757e-09,1.9855,-11.07,5.329e-04,,IOBS,bK25N01H,2089-07-05.09,0
(2025 YR3),2025 YR3,3.483e-08,0.6335,-10.62,4.117e-04,,IOBS,bK25Y03R,2120-12-17.59,0
(2022 WO6),2022 WO6,1.997e-07,0.9687,-9.04,4.556e-03,,IOBS,bK22W06O,2122-11-22.93,0
(2022 WO6),2022 WO6,9.112e-08,0.3847,-9.37,4.541e-03,,IOBS,bK22W06O,2121-11-23.16,0
(2022 WO6),2022 WO6,6.077e-06,2.2176,-7.55,4.561e-03,,IOBS,bK22W06O,2121-11-23.12,0
(2022 WO6),2022 WO6,1.592e-07,0.6619,-9.12,4.536e-03,,IOBS,bK22W06O,2119-11-23.61,0
(2022 WO6),2022 WO6,2.754e-07,0.8056,-8.88,4.545e-03,,IOBS,bK22W06O,2119-11-23.57,0
(2022 WO6),2022 WO6,2.054e-08,0.1973,-10.01,4.535e-03,,IOBS,bK22W06O,2119-11-23.51,0
(2022 WO6),2022 WO6,3.432e-07,0.6323,-8.78,4.549e-03,,IOBS,bK22W06O,2117-11-23.01,0
(2022 WO6),2022 WO6,8.458e-07,0.9997,-8.38,4.538e-03,,IOBS,bK22W06O,2116-11-22.98,0
(2022 WO6),2022 WO6,2.574e-08,0.6825,-9.89,4.524e-03,,IOBS,bK22W06O,2113-11-23.37,0
(2022 WO6),2022 WO6,1.165e-07,0.9804,-9.22,4.544e-03,,IOBS,bK22W06O,2112-11-22.92,0
(2022 WO6),2022 WO6,8.434e-08,2.9096,-9.36,4.578e-03,,IOBS,bK22W06O,2112-11-22.78,0
(2022 WO6),2022 WO6,6.820e-07,0.9883,-8.46,4.558e-03,,IOBS,bK22W06O,2112-11-22.70,0
(2022 WO6),2022 WO6,8.430e-07,0.7441,-8.36,4.541e-03,,IOBS,bK22W06O,2111-11-23.58,0
(2022 WO6),2022 WO6,3.017e-08,0.2985,-9.79,4.537e-03,,IOBS,bK22W06O,2108-11-22.99,0
(2022 WO6),2022 WO6,1.638e-07,0.7543,-9.05,4.534e-03,,IOBS,bK22W06O,2107-11-24.19,0
(2022 WO6),2022 WO6,6.824e-06,1.1801,-7.43,4.539e-03,,IOBS,bK22W06O,2107-11-24.18,0
(2022 WO6),2022 WO6,3.289e-07,0.7391,-8.75,4.544e-03,,IOBS,bK22W06O,2107-11-24.12,0
(2022 WO6),2022 WO6,3.730e-07,1.1586,-8.69,4.540e-03,,IOBS,bK22W06O,2107-11-23.91,0
(2021 CC7),2021 CC7,1.148e-07,1.5329,-9.69,1.285e-03,,IOBS,bK21C07C,2118-02-11.48,0
(2021 CC7),2021 CC7,1.512e-07,1.1515,-9.57,1.284e-03,,IOBS,bK21C07C,2117-02-11.22,0
(2021 CC7),2021 CC7,3.541e-08,1.4425,-10.20,1.285e-03,,IOBS,bK21C07C,2117-02-11.17,0
(2021 CC7),2021 CC7,1.103e-07,0.9699,-9.71,1.285e-03,,IOBS,bK21C07C,2117-02-11.12,0
(2021 CC7),2021 CC7,5.051e-08,0.9946,-10.05,1.285e-03,,IOBS,bK21C07C,2117-02-11.08,0
(2021 CC7),2021 CC7,2.208e-07,0.7888,-9.40,1.285e-03,,IOBS,bK21C07C,2115-02-11.66,0
(2021 CC7),2021 CC7,2.239e-07,1.3096,-9.38,1.285e-03,,IOBS,bK21C07C,2114-02-11.41,0
(2021 CC7),2021 CC7,2.430e-07,1.7351,-9.35,1.285e-03,,IOBS,bK21C07C,2114-02-11.38,0
(2023 VV1),2023 VV1,6.472e-08,0.6841,-9.61,3.668e-03,,IOBS,bK23V01V,2123-11-17.99,0
(2025 YR3),2025 YR3,8.450e-08,2.8946,-10.22,4.102e-04,,IOBS,bK25Y03R,2116-12-17.67,0
(2023 VV1),2023 VV1,2.342e-07,0.6077,-9.03,3.672e-03,,IOBS,bK23V01V,2119-11-18.11,0
(2022 UE61),2022 UE61,1.153e-08,3.3278,-9.76,1.973e-02,,IOBS,bK22U61E,2120-10-12.62,0
(2022 UE61),2022 UE61,1.708e-07,2.2274,-8.57,2.048e-02,,IOBS,bK22U61E,2120-10-12.34,0
(2022 UE61),2022 UE61,3.748e-08,2.1718,-9.23,2.088e-02,,IOBS,bK22U61E,2120-10-12.01,0
(2022 UE61),2022 UE61,3.361e-07,1.7471,-8.27,2.044e-02,,IOBS,bK22U61E,2117-10-12.77,0
(2022 UE61),2022 UE61,3.463e-07,2.3745,-8.24,2.115e-02,,IOBS,bK22U61E,2117-10-12.54,0
(2022 UE61),2022 UE61,4.964e-10,3.6170,-11.09,1.992e-02,,IOBS,bK22U61E,2114-10-12.87,0
(2022 UE61),2022 UE61,6.957e-08,2.0982,-8.93,2.015e-02,,IOBS,bK22U61E,2111-10-13.40,0
(2022 UE61),2022 UE61,7.672e-10,2.9270,-10.89,1.981e-02,,IOBS,bK22U61E,2111-10-13.37,0
(2021 CA6),2021 CA6,3.070e-08,0.9430,-9.67,7.598e-03,,IOBS,bK21C06A,2122-08-17.97,0
(2021 CA6),2021 CA6,1.458e-07,1.1698,-8.99,7.638e-03,,IOBS,bK21C06A,2121-02-13.70,0
(2022 WO6),2022 WO6,1.340e-06,0.4612,-8.13,4.543e-03,,IOBS,bK22W06O,2106-11-23.69,0
(2022 WO6),2022 WO6,3.399e-06,1.1712,-7.73,4.537e-03,,IOBS,bK22W06O,2106-11-23.61,0
(2022 WO6),2022 WO6,1.040e-07,2.3543,-9.24,4.571e-03,,IOBS,bK22W06O,2106-11-23.44,0
(2022 WO6),2022 WO6,4.190e-06,0.9493,-7.64,4.553e-03,,IOBS,bK22W06O,2106-11-23.34,0
(2022 WO6),2022 WO6,1.583e-07,1.1145,-9.06,4.557e-03,,IOBS,bK22W06O,2106-11-23.21,0
(2022 WO6),2022 WO6,3.557e-09,1.5203,-10.70,4.523e-03,,IOBS,bK22W06O,2105-11-23.25,0
(2022 WO6),2022 WO6,1.560e-06,1.7662,-8.06,4.520e-03,,IOBS,bK22W06O,2105-11-23.22,0
(2022 WO6),2022 WO6,5.258e-07,1.3065,-8.53,4.538e-03,,IOBS,bK22W06O,2105-11-23.06,0
(2022 WO6),2022 WO6,3.504e-06,0.8641,-7.70,4.547e-03,,IOBS,bK22W06O,2104-11-23.20,0
(2021 LC4),2021 LC4,4.073e-07,1.3412,-7.26,3.098e-01,,IOBS,bK21L04C,2122-06-13.01,0
(2021 LC4),2021 LC4,2.731e-09,3.3075,-9.39,3.086e-01,,IOBS,bK21L04C,2112-06-13.03,0
(2022 WO6),2022 WO6,1.573e-06,0.5384,-8.05,4.536e-03,,IOBS,bK22W06O,2103-11-23.69,0
(2022 WO6),2022 WO6,1.853e-06,0.9468,-7.98,4.548e-03,,IOBS,bK22W06O,2103-11-23.65,0
(2022 WO6),2022 WO6,1.173e-06,0.7972,-8.17,4.549e-03,,IOBS,bK22W06O,2103-11-23.58,0
(2022 WO6),2022 WO6,3.585e-06,1.4363,-7.68,4.531e-03,,IOBS,bK22W06O,2102-11-23.61,0
(2022 WO6),2022 WO6,5.360e-07,0.7729,-8.51,4.538e-03,,IOBS,bK22W06O,2102-11-23.58,0
(2022 WO6),2022 WO6,2.717e-06,0.3121,-7.80,4.534e-03,,IOBS,bK22W06O,2102-11-23.54,0
(2022 WO6),2022 WO6,5.718e-08,0.6075,-9.48,4.538e-03,,IOBS,bK22W06O,2102-11-23.40,0
(2022 WO6),2022 WO6,3.066e-07,1.7945,-8.75,4.542e-03,,IOBS,bK22W06O,2102-11-23.33,0
(2022 WO6),2022 WO6,2.673e-05,0.7881,-6.80,4.539e-03,,IOBS,bK22W06O,2100-11-23.05,0
(2022 WO6),2022 WO6,2.035e-07,0.1851,-8.91,4.536e-03,,IOBS,bK22W06O,2099-11-22.95,0
(2022 WO6),2022 WO6,1.394e-06,0.5522,-8.08,4.538e-03,,IOBS,bK22W06O,2099-11-22.70,0
(2022 WO6),2022 WO6,6.233e-06,0.7618,-7.41,4.542e-03,,IOBS,bK22W06O,2096-11-22.13,0
(2022 WF15),2022 WF15,1.426e-08,1.6974,-8.66,4.085e-02,,IOBS,bK22W15F,2042-11-28.47,0
(2022 WF15),2022 WF15,4.142e-05,0.7229,-4.89,3.872e-02,,IOBS,bK22W15F,2033-11-28.61,0
(2022 WF15),2022 WF15,6.457e-07,3.2566,-6.52,3.619e-02,,IOBS,bK22W15F,2030-11-28.90,0
(2021 EO),2021 EO,1.120e-08,1.6951,-8.43,9.472e-01,,IOBS,bK21E00O,2122-03-17.65,0
(2021 EO),2021 EO,2.756e-07,1.8964,-7.03,9.472e-01,,IOBS,bK21E00O,2119-03-17.90,0
(2021 EO),2021 EO,7.116e-08,2.3082,-7.60,9.442e-01,,IOBS,bK21E00O,2116-03-17.38,0
(2021 EO),2021 EO,9.944e-08,1.7199,-7.46,9.455e-01,,IOBS,bK21E00O,2116-03-17.19,0
(2021 CH37),2021 CH37,1.391e-07,1.1232,-8.69,1.901e-02,,IOBS,bK21C37H,2120-02-19.18,0
(2021 CH37),2021 CH37,1.384e-06,1.3849,-7.69,1.894e-02,,IOBS,bK21C37H,2120-02-19.17,0
(2021 CH37),2021 CH37,6.785e-06,0.9795,-7.00,1.906e-02,,IOBS,bK21C37H,2120-02-19.14,0
(2021 CH37),2021 CH37,3.749e-06,3.4923,-7.26,1.875e-02,,IOBS,bK21C37H,2120-02-19.11,0
(2021 CH37),2021 CH37,1.443e-08,2.5493,-9.65,1.877e-02,,IOBS,bK21C37H,2114-02-18.63,0
(2021 CF1),2021 CF1,2.633e-07,3.1638,-7.00,5.035e-01,,IOBS,bK21C01F,2077-02-02.79,0
(2021 LL15),2021 LL15,9.483e-09,0.7242,-8.93,2.109e-01,,IOBS,bK21L15L,2102-05-26.68,0
(2021 LL15),2021 LL15,1.023e-08,0.5554,-8.92,2.112e-01,,IOBS,bK21L15L,2107-05-26.56,0
(2025 PL2),2025 PL2,1.629e-07,0.4239,-7.21,1.047e+00,,IOBS,bK25P02L,2117-08-20.32,0
(2025 OC),2025 OC,3.671e-08,0.1760,-9.12,1.987e-02,,IOBS,bK25O00C,2095-07-17.42,0
(2025 OC),2025 OC,2.329e-08,2.4656,-9.25,1.999e-02,,IOBS,bK25O00C,2086-07-17.16,0
(2011 MD),2011 MD,5.758e-05,1.4692,-6.25,1.202e-02,,IOBS,bK11M00D,2124-06-08.44,0
(2011 MD),2011 MD,1.661e-06,0.9800,-7.79,1.203e-02,,IOBS,bK11M00D,2124-06-05.24,0
(2011 MD),2011 MD,3.356e-06,1.2583,-7.48,1.202e-02,,IOBS,bK11M00D,2124-06-05.16,0
(2011 MD),2011 MD,3.147e-07,1.5518,-8.51,1.203e-02,,IOBS,bK11M00D,2124-05-27.17,0
(2023 FH7),2023 FH7,4.633e-08,2.4553,-9.47,6.268e-03,,IOBS,bK23F07H,2104-04-01.55,0
(2023 FH7),2023 FH7,1.634e-07,1.7884,-8.86,6.203e-03,,IOBS,bK23F07H,2092-03-31.89,0
(2023 FH7),2023 FH7,1.189e-08,0.6031,-9.99,6.233e-03,,IOBS,bK23F07H,2092-03-31.38,0
(2023 FH7),2023 FH7,3.546e-07,0.2969,-8.40,6.265e-03,,IOBS,bK23F07H,2076-03-31.16,0
(2023 FH7),2023 FH7,1.648e-04,0.2840,-5.71,6.229e-03,,IOBS,bK23F07H,2073-04-01.02,0
(2025 HH),2025 HH,2.906e-07,1.0873,-9.47,3.949e-04,,IOBS,bK25H00H,2079-04-17.07,0
(2026 CU1),2026 CU1,1.823e-06,2.5240,-5.66,2.376e+00,,IOBS,bK26C01U,2081-03-01.34,0
(2025 RT3),2025 RT3,1.125e-07,4.0032,-7.66,1.232e-01,,IOBS,bK25R03T,2057-09-13.50,0
(2025 TP1),2025 TP1,5.092e-07,1.5119,-7.47,5.443e-02,,IOBS,bK25T01P,2074-10-02.58,0
(2025 QK17),2025 QK17,3.697e-08,2.8077,-9.85,1.269e-03,,IOBS,bK25Q17K,2067-08-28.31,0
(2025 QK17),2025 QK17,1.358e-08,2.7080,-10.26,1.267e-03,,IOBS,bK25Q17K,2065-08-27.65,0
(2025 QK17),2025 QK17,1.114e-09,3.5955,-11.33,1.271e-03,,IOBS,bK25Q17K,2063-08-28.34,0
(2024 WA),2024 WA,2.729e-08,1.3257,-8.59,9.829e-02,,IOBS,bK24W00A,2080-11-14.91,0
(2024 WA),2024 WA,1.663e-07,1.2980,-7.79,9.827e-02,,IOBS,bK24W00A,2078-11-15.42,0
(2024 WA),2024 WA,2.189e-07,1.3410,-7.63,9.816e-02,,IOBS,bK24W00A,2074-11-15.43,0
(2024 WA),2024 WA,2.387e-08,1.6058,-8.59,9.872e-02,,IOBS,bK24W00A,2074-11-15.42,0
(2025 FO2),2025 FO2,9.070e-09,1.3161,-9.46,2.930e-02,,IOBS,bK25F02O,2077-12-03.18,0
(2025 GW),2025 GW,2.202e-07,0.9798,-8.07,6.415e-02,,IOBS,bK25G00W,2121-03-23.26,0
(2025 GW),2025 GW,3.693e-08,0.9831,-8.66,6.509e-02,,IOBS,bK25G00W,2089-03-18.83,0
(2025 YU11),2025 YU11,2.251e-10,1.4813,-11.47,1.717e-02,,IOBS,bK25Y11U,2110-11-26.80,0
(2025 YU11),2025 YU11,4.206e-09,1.2145,-10.15,1.750e-02,,IOBS,bK25Y11U,2102-06-24.83,0
(2025 VX),2025 VX,2.689e-07,1.3098,-8.00,5.802e-02,,IOBS,bK25V00X,2117-11-11.71,0
(2026 AU),2026 AU,2.943e-08,1.0907,-9.35,2.095e-02,,IOBS,bK26A00U,2125-01-10.25,0
(2025 HU),2025 HU,1.517e-07,1.3409,-8.21,4.040e-02,,IOBS,bK25H00U,2088-04-22.77,0
(2025 HU),2025 HU,7.357e-07,2.4366,-7.63,4.039e-02,,IOBS,bK25H00U,2106-04-24.33,0
(2025 PQ),2025 PQ,1.483e-07,3.0537,-8.48,2.977e-02,,IOBS,bK25P00Q,2115-07-31.63,0
(2006 RH120),2006 RH120,2.826e-06,2.4382,-8.33,1.266e-03,,IOBS,bK06RC0H,2121-02-20.44,0
(2006 RH120),2006 RH120,3.520e-06,1.1218,-8.23,1.267e-03,,IOBS,bK06RC0H,2121-02-19.89,0
(2006 RH120),2006 RH120,2.891e-06,3.3554,-8.30,1.268e-03,,IOBS,bK06RC0H,2119-02-05.38,0
(2023 XN15),2023 XN15,3.033e-08,0.8795,-8.27,2.962e-01,,IOBS,bK23X15N,2096-12-14.40,0
(2023 XN15),2023 XN15,1.031e-05,0.4360,-5.71,2.954e-01,,IOBS,bK23X15N,2091-12-15.18,0
(2022 UL11),2022 UL11,1.199e-07,1.4927,-9.29,4.184e-03,,IOBS,bK22U11L,2123-10-24.17,0
(2022 UL11),2022 UL11,8.461e-08,2.8376,-9.44,4.186e-03,,IOBS,bK22U11L,2123-10-23.51,0
(2022 UL11),2022 UL11,1.218e-07,1.3388,-9.28,4.179e-03,,IOBS,bK22U11L,2122-10-24.46,0
(2022 UL11),2022 UL11,8.431e-07,0.5213,-8.44,4.180e-03,,IOBS,bK22U11L,2121-10-23.74,0
(2022 UL11),2022 UL11,6.252e-08,1.9875,-9.56,4.190e-03,,IOBS,bK22U11L,2120-10-23.97,0
(2022 UL11),2022 UL11,4.147e-04,0.3529,-5.74,4.189e-03,,IOBS,bK22U11L,2120-10-23.25,0
(2022 UL11),2022 UL11,4.281e-07,0.1388,-8.73,4.190e-03,,IOBS,bK22U11L,2120-10-23.14,0
(2022 UL11),2022 UL11,4.484e-08,1.9567,-9.70,4.182e-03,,IOBS,bK22U11L,2119-10-24.80,0
(2022 UL11),2022 UL11,4.802e-07,1.4064,-8.67,4.184e-03,,IOBS,bK22U11L,2119-10-24.57,0
(2022 UL11),2022 UL11,9.086e-06,1.4925,-7.39,4.178e-03,,IOBS,bK22U11L,2118-10-24.10,0
(2022 UL11),2022 UL11,8.939e-08,1.9728,-9.39,4.191e-03,,IOBS,bK22U11L,2117-10-24.47,0
(2023 SP6),2023 SP6,3.215e-09,1.6244,-10.02,4.153e-02,,IOBS,bK23S06P,2113-09-27.99,0
(2024 BJ3),2024 BJ3,3.209e-08,1.1602,-8.02,6.554e-01,,IOBS,bK24B03J,2105-07-08.66,0
(2024 CU),2024 CU,8.557e-09,0.1139,-9.14,1.738e-01,,IOBS,bK24C00U,2123-02-09.27,0
(2024 RA16),2024 RA16,9.305e-08,1.3457,-9.39,3.896e-03,,IOBS,bK24R16A,2116-07-18.59,0
(2023 UL),2023 UL,3.133e-08,0.2559,-9.24,1.690e-02,,IOBS,bK23U00L,2095-10-05.23,0
(2023 UL),2023 UL,1.095e-08,0.3760,-9.80,1.685e-02,,IOBS,bK23U00L,2113-10-05.92,0
(2023 UL),2023 UL,1.969e-08,0.2632,-9.56,1.687e-02,,IOBS,bK23U00L,2116-10-05.67,0
(2023 UL),2023 UL,7.885e-09,0.2439,-9.94,1.702e-02,,IOBS,bK23U00L,2113-10-07.44,0
(2021 EJ3),2021 EJ3,1.239e-07,0.0398,-8.74,1.930e-02,,IOBS,bK21E03J,2122-03-12.78,0
(2021 EJ3),2021 EJ3,7.167e-08,1.3036,-8.98,1.931e-02,,IOBS,bK21E03J,2122-03-12.57,0
(2023 MB3),2023 MB3,7.974e-07,3.4023,-8.80,1.241e-03,,IOBS,bK23M03B,2104-06-19.77,0
(2023 MB3),2023 MB3,5.205e-06,2.3416,-7.98,1.239e-03,,IOBS,bK23M03B,2104-06-19.67,0
(2023 MB3),2023 MB3,5.943e-06,1.6030,-7.93,1.240e-03,,IOBS,bK23M03B,2104-06-19.68,0
(2021 DA2),2021 DA2,2.619e-07,0.2722,-9.02,3.387e-03,,IOBS,bK21D02A,2122-02-21.85,0
(2021 JW2),2021 JW2,8.279e-09,0.6034,-9.83,2.441e-02,,IOBS,bK21J02W,2120-04-18.88,0
(2021 DA2),2021 DA2,1.022e-07,0.2621,-9.43,3.387e-03,,IOBS,bK21D02A,2122-02-22.01,0
(2021 DA2),2021 DA2,1.245e-07,0.1353,-9.34,3.392e-03,,IOBS,bK21D02A,2122-02-21.90,0
(2023 CZ2),2023 CZ2,1.125e-07,0.6136,-9.41,3.113e-03,,IOBS,bK23C02Z,2121-02-05.37,0
(2023 CZ2),2023 CZ2,1.493e-06,0.7610,-8.29,3.112e-03,,IOBS,bK23C02Z,2121-02-06.03,0
(2024 WS),2024 WS,2.162e-09,1.8688,-9.71,1.852e-01,,IOBS,bK24W00S,2120-03-21.96,0
(2021 RP2),2021 RP2,6.398e-07,1.5822,-9.21,6.377e-04,,IOBS,bK21R02P,2122-09-11.35,0
(2021 RP2),2021 RP2,2.677e-07,1.4702,-9.59,6.386e-04,,IOBS,bK21R02P,2122-09-11.30,0
(2021 RP2),2021 RP2,2.087e-07,1.7720,-9.70,6.377e-04,,IOBS,bK21R02P,2122-09-11.24,0
(2021 RP2),2021 RP2,2.348e-08,1.9509,-10.65,6.389e-04,,IOBS,bK21R02P,2122-09-09.16,0
(2021 RP2),2021 RP2,1.119e-07,1.8691,-9.97,6.390e-04,,IOBS,bK21R02P,2122-09-08.18,0
(2021 RP2),2021 RP2,5.844e-09,1.0425,-11.25,6.390e-04,,IOBS,bK21R02P,2122-09-07.54,0
(2021 RP2),2021 RP2,2.302e-06,0.0529,-8.66,6.388e-04,,IOBS,bK21R02P,2122-09-06.12,0
(2021 RP2),2021 RP2,4.908e-07,0.0421,-9.33,6.387e-04,,IOBS,bK21R02P,2122-09-06.09,0
(2021 RP2),2021 RP2,9.106e-07,0.0216,-9.06,6.389e-04,,IOBS,bK21R02P,2122-09-06.00,0
(2021 RP2),2021 RP2,1.308e-06,0.0311,-8.90,6.389e-04,,IOBS,bK21R02P,2122-09-05.95,0
(2021 RP2),2021 RP2,1.586e-08,0.1942,-10.82,6.385e-04,,IOBS,bK21R02P,2122-09-04.78,0
(2021 RP2),2021 RP2,5.703e-09,1.4590,-11.26,6.391e-04,,IOBS,bK21R02P,2122-01-28.67,0
(2021 RP2),2021 RP2,1.974e-08,1.3439,-10.72,6.390e-04,,IOBS,bK21R02P,2121-09-12.64,0
(2021 RP2),2021 RP2,7.354e-09,2.1474,-11.15,6.402e-04,,IOBS,bK21R02P,2121-09-11.93,0
(2021 RP2),2021 RP2,6.646e-08,0.0453,-10.19,6.388e-04,,IOBS,bK21R02P,2121-09-10.94,0
(2021 RP2),2021 RP2,3.877e-09,1.6230,-11.43,6.390e-04,,IOBS,bK21R02P,2121-09-10.74,0
(2021 RP2),2021 RP2,4.716e-09,2.3932,-11.34,6.384e-04,,IOBS,bK21R02P,2121-09-06.65,0
(2021 RP2),2021 RP2,6.366e-08,0.4746,-10.21,6.394e-04,,IOBS,bK21R02P,2121-09-05.42,0
(2021 RP2),2021 RP2,1.026e-07,1.8328,-10.00,6.396e-04,,IOBS,bK21R02P,2121-09-04.48,0
(2021 RP2),2021 RP2,2.733e-08,0.8966,-10.57,6.392e-04,,IOBS,bK21R02P,2121-01-17.06,0
(2021 RP2),2021 RP2,4.502e-07,1.9232,-9.36,6.385e-04,,IOBS,bK21R02P,2120-09-10.17,0
(2021 RP2),2021 RP2,2.662e-07,2.0634,-9.59,6.386e-04,,IOBS,bK21R02P,2120-09-09.90,0
(2021 RP2),2021 RP2,5.817e-08,2.2037,-10.25,6.386e-04,,IOBS,bK21R02P,2120-09-09.41,0
(2021 RP2),2021 RP2,6.230e-07,2.0836,-9.22,6.384e-04,,IOBS,bK21R02P,2120-09-09.12,0
(2021 RP2),2021 RP2,2.303e-08,1.8350,-10.65,6.397e-04,,IOBS,bK21R02P,2120-09-08.44,0
