fullname,des,ip,sigma_vi,ps,energy,sigma_mc,method,id,date,ts
(2009 ST171),2009 ST171,1.118e-06,3.3702,-6.81,1.111e-01,,IOBS,bK09SH1T,2066-09-30.09,0
(2001 SD286),2001 SD286,6.222e-08,2.2077,-7.34,1.255e+00,,IOBS,bK01SS6D,2080-09-23.22,0
(2018 LF4),2018 LF4,3.597e-08,2.1886,-7.34,4.037e+00,,IOBS,bK18L04F,2106-05-18.75,0
(2018 PZ21),2018 PZ21,6.519e-08,1.1330,-8.44,1.018e-01,,IOBS,bK18P21Z,2122-07-29.55,0
(2018 PZ21),2018 PZ21,4.085e-08,1.1641,-8.64,1.018e-01,,IOBS,bK18P21Z,2120-07-28.93,0
(2018 RB2),2018 RB2,8.468e-08,0.9613,-8.52,5.637e-02,,IOBS,bK18R02B,2119-09-06.79,0
(2018 RB2),2018 RB2,1.658e-07,1.5703,-8.23,5.618e-02,,IOBS,bK18R02B,2119-09-06.80,0
(2018 TB),2018 TB,1.330e-06,1.6833,-6.08,1.630e+00,,IOBS,bK18T00B,2103-10-08.51,0
(2018 LS5),2018 LS5,2.728e-08,0.6169,-8.65,1.276e-01,,IOBS,bK18L05S,2104-06-30.68,0
(2018 LS5),2018 LS5,5.010e-09,0.9987,-9.32,1.288e-01,,IOBS,bK18L05S,2093-08-01.10,0
(2014 WR362),2014 WR362,5.454e-08,0.2941,-8.38,7.107e-02,,IOBS,bK14Wa2R,2078-11-21.31,0
(2015 BW516),2015 BW516,5.348e-10,1.1749,-10.80,4.106e-02,,IOBS,bK15Bp6W,2114-01-29.86,0
(2016 JS5),2016 JS5,4.525e-08,1.1002,-10.19,1.054e-03,,IOBS,bK16J05S,2121-05-04.39,0
(2016 NC56),2016 NC56,2.686e-09,1.8946,-9.76,1.131e-01,,IOBS,bK16N56C,2115-07-07.86,0
(2017 BG92),2017 BG92,3.070e-09,1.2104,-10.78,5.419e-03,,IOBS,bK17B92G,2120-01-19.01,0
(2017 BG92),2017 BG92,4.214e-07,1.0283,-8.63,5.422e-03,,IOBS,bK17B92G,2118-01-22.53,0
(2017 BG92),2017 BG92,2.437e-07,1.2712,-8.86,5.421e-03,,IOBS,bK17B92G,2117-01-19.07,0
(2021 AS2),2021 AS2,8.210e-09,0.8513,-9.74,9.630e-03,,IOBS,bK21A02S,2063-01-10.05,0
(2022 WR4),2022 WR4,3.811e-07,0.4736,-9.18,1.297e-03,,IOBS,bK22W04R,2119-11-23.43,0
(2020 TG6),2020 TG6,3.071e-08,1.2041,-8.72,1.061e-02,,IOBS,bK20T06G,2039-10-19.01,0
(2023 TV3),2023 TV3,9.678e-08,1.0082,-7.72,4.412e-02,,IOBS,bK23T03V,2039-10-12.43,0
(2024 RE16),2024 RE16,4.962e-07,1.5032,-6.68,1.889e-01,,IOBS,bK24R16E,2046-09-08.86,0
(2018 WA3),2018 WA3,6.267e-07,3.5547,-7.22,4.713e-02,,IOBS,bK18W03A,2055-11-28.81,0
(2016 GM2),2016 GM2,3.108e-08,0.2739,-7.96,1.020e+00,,IOBS,bK16G02M,2121-04-28.66,0
(2016 GM2),2016 GM2,4.853e-08,0.2696,-7.76,1.039e+00,,IOBS,bK16G02M,2121-04-26.73,0
(2008 KN11),2008 KN11,4.159e-08,2.5420,-6.11,2.148e+01,,IOBS,bK08K11N,2046-06-20.80,0
(2008 ST7),2008 ST7,1.390e-07,0.7279,-6.72,4.913e+00,,IOBS,bK08S07T,2112-09-10.50,0
(2008 ST7),2008 ST7,2.110e-08,1.3269,-7.54,4.903e+00,,IOBS,bK08S07T,2111-09-11.09,0
(2008 ST7),2008 ST7,1.705e-08,1.7740,-7.61,4.915e+00,,IOBS,bK08S07T,2108-09-10.23,0
(2008 ST7),2008 ST7,2.457e-06,1.3436,-5.44,4.919e+00,,IOBS,bK08S07T,2105-09-10.81,0
(1994 XM1),1994 XM1,1.882e-07,2.2298,-8.53,1.992e-02,,IOBS,bJ94X01M,2117-12-08.99,0
(2002 CA26),2002 CA26,2.415e-09,2.3341,-9.33,4.742e-01,,IOBS,bK02C26A,2120-01-21.24,0
(2023 NG1),2023 NG1,1.517e-07,0.5863,-7.98,1.362e-01,,IOBS,bK23N01G,2123-07-03.70,0
(2004 GE2),2004 GE2,9.144e-09,3.2736,-6.27,5.148e+02,,IOBS,bK04G02E,2109-05-02.58,0
(2004 GE2),2004 GE2,1.483e-07,3.1728,-5.05,5.126e+02,,IOBS,bK04G02E,2106-05-03.08,0
(2021 OE1),2021 OE1,1.897e-07,0.5689,-7.60,2.563e-01,,IOBS,bK21O01E,2109-08-03.83,0
(2021 OE1),2021 OE1,3.244e-08,0.5510,-8.36,2.564e-01,,IOBS,bK21O01E,2109-08-03.81,0
(2021 OE1),2021 OE1,5.198e-07,0.5571,-7.14,2.565e-01,,IOBS,bK21O01E,2105-08-03.87,0
(2007 EE126),2007 EE126,1.065e-10,2.0819,-9.94,3.107e+00,,IOBS,bK07EC6E,2102-07-30.10,0
(2007 EE126),2007 EE126,5.925e-09,0.1022,-8.19,3.143e+00,,IOBS,bK07EC6E,2102-07-30.02,0
(2007 EE126),2007 EE126,2.131e-08,1.0546,-7.56,3.304e+00,,IOBS,bK07EC6E,2092-07-24.90,0
(2021 LY1),2021 LY1,8.724e-08,2.4817,-8.05,2.099e-02,,IOBS,bK21L01Y,2040-06-03.78,0
(2022 SE6),2022 SE6,2.849e-06,0.7640,-6.43,2.929e-01,,IOBS,bK22S06E,2120-09-21.02,0
(2021 LL6),2021 LL6,7.588e-09,0.1395,-9.18,1.055e-01,,IOBS,bK21L06L,2088-06-26.77,0
(2021 NM3),2021 NM3,3.219e-09,0.5494,-9.65,1.331e-01,,IOBS,bK21N03M,2120-07-17.96,0
(2021 NM3),2021 NM3,4.550e-06,0.3610,-6.48,1.332e-01,,IOBS,bK21N03M,2117-07-18.36,0
(2021 RF16),2021 RF16,3.979e-08,1.4111,-9.18,5.033e-03,,IOBS,bK21R16F,2054-09-16.86,0
(2021 RF16),2021 RF16,7.969e-08,1.4251,-8.86,5.024e-03,,IOBS,bK21R16F,2053-09-16.63,0
(2021 OK1),2021 OK1,7.361e-07,1.6645,-7.39,8.798e-02,,IOBS,bK21O01K,2111-07-28.87,0
(2021 OK1),2021 OK1,1.163e-08,2.9835,-9.14,8.825e-02,,IOBS,bK21O01K,2101-07-28.40,0
(2021 PA1),2021 PA1,1.260e-08,0.9590,-9.02,1.340e-01,,IOBS,bK21P01A,2113-12-15.11,0
(2022 DK2),2022 DK2,4.442e-08,1.1924,-8.07,1.060e-01,,IOBS,bK22D02K,2054-02-28.31,0
(2022 DT4),2022 DT4,3.649e-08,0.0731,-8.43,2.045e-01,,IOBS,bK22D04T,2118-02-27.66,0
(2022 DT4),2022 DT4,4.440e-08,1.2355,-8.33,2.049e-01,,IOBS,bK22D04T,2115-02-28.27,0
(2022 DT4),2022 DT4,2.893e-07,1.2150,-7.52,2.048e-01,,IOBS,bK22D04T,2115-02-28.26,0
(2022 DT4),2022 DT4,1.553e-07,0.0599,-7.78,2.045e-01,,IOBS,bK22D04T,2112-02-28.17,0
(2022 DT4),2022 DT4,8.344e-07,0.0820,-6.99,2.042e-01,,IOBS,bK22D04T,2102-02-28.74,0
(2021 FE2),2021 FE2,1.738e-08,1.3758,-9.04,9.648e-02,,IOBS,bK21F02E,2123-03-25.95,0
(2021 FE2),2021 FE2,3.135e-08,1.4691,-8.78,9.667e-02,,IOBS,bK21F02E,2123-03-25.93,0
(2021 FT1),2021 FT1,1.045e-07,0.9934,-6.67,6.495e+00,,IOBS,bK21F01T,2097-03-23.19,0
(2021 GR),2021 GR,2.730e-08,1.0578,-9.52,1.346e-02,,IOBS,bK21G00R,2121-04-03.32,0
(2002 RC117),2002 RC117,1.950e-08,0.4422,-7.41,2.235e+00,,IOBS,bK02RB7C,2057-09-11.80,0
(2021 GW6),2021 GW6,2.776e-07,1.0475,-7.58,5.003e-02,,IOBS,bK21G06W,2057-04-08.60,0
(2021 JV),2021 JV,4.238e-08,1.0579,-8.44,5.046e-02,,IOBS,bK21J00V,2061-05-04.92,0
(2021 JY3),2021 JY3,1.291e-06,1.6961,-8.04,7.751e-03,,IOBS,bK21J03Y,2121-05-15.47,0
(2021 GZ7),2021 GZ7,5.312e-08,1.9623,-9.39,6.324e-03,,IOBS,bK21G07Z,2101-04-06.54,0
(2021 GZ7),2021 GZ7,5.151e-08,1.9304,-9.22,6.263e-03,,IOBS,bK21G07Z,2074-04-06.12,0
(2021 LC1),2021 LC1,4.857e-08,1.6834,-8.20,2.927e-01,,IOBS,bK21L01C,2121-06-06.98,0
(2021 OE1),2021 OE1,2.571e-07,0.5548,-7.44,2.565e-01,,IOBS,bK21O01E,2105-08-03.87,0
(2021 OE1),2021 OE1,2.767e-08,0.5467,-8.37,2.590e-01,,IOBS,bK21O01E,2099-08-02.83,0
(2021 OE1),2021 OE1,9.916e-08,3.7582,-7.78,2.546e-01,,IOBS,bK21O01E,2091-08-03.48,0
(2021 PA15),2021 PA15,5.214e-07,1.4686,-7.19,2.524e-01,,IOBS,bK21P15A,2114-08-06.29,0
(1998 BT13),1998 BT13,2.045e-08,2.2979,-8.68,1.773e-01,,IOBS,bJ98B13T,2107-01-23.96,0
(1998 BT13),1998 BT13,5.915e-08,0.5916,-8.09,1.756e-01,,IOBS,bJ98B13T,2087-01-22.84,0
(2008 BE15),2008 BE15,7.201e-10,2.8357,-8.98,4.486e+00,,IOBS,bK08B15E,2102-01-21.42,0
(2021 FF2),2021 FF2,1.760e-08,0.5886,-9.54,1.835e-02,,IOBS,bK21F02F,2108-03-22.05,0
(2021 FF2),2021 FF2,3.883e-08,0.4494,-9.20,1.834e-02,,IOBS,bK21F02F,2108-03-21.97,0
(2021 FF2),2021 FF2,5.249e-09,1.3768,-9.84,1.844e-02,,IOBS,bK21F02F,2075-03-21.94,0
(2021 GE2),2021 GE2,7.309e-04,0.5069,-4.01,7.523e-03,,IOBS,bK21G02E,2030-04-03.50,0
(2021 GG1),2021 GG1,2.253e-07,0.3885,-7.63,2.227e-01,,IOBS,bK21G01G,2122-09-13.52,0
(2021 GL16),2021 GL16,5.192e-08,2.5509,-8.32,1.680e-01,,IOBS,bK21G16L,2111-04-09.10,0
(2021 GU12),2021 GU12,2.968e-08,1.9173,-9.24,2.443e-02,,IOBS,bK21G12U,2113-10-19.99,0
(2021 GU12),2021 GU12,4.654e-09,1.7096,-9.95,2.433e-02,,IOBS,bK21G12U,2096-04-04.64,0
(2021 SO1),2021 SO1,1.039e-07,1.2898,-8.31,8.095e-02,,IOBS,bK21S01O,2119-10-13.58,0
(2021 SO1),2021 SO1,7.127e-06,1.2889,-6.45,8.090e-02,,IOBS,bK21S01O,2115-10-13.81,0
(2021 SO1),2021 SO1,1.259e-06,0.8878,-7.20,8.092e-02,,IOBS,bK21S01O,2115-10-13.58,0
(2021 SO1),2021 SO1,2.416e-07,2.2561,-7.91,7.894e-02,,IOBS,bK21S01O,2111-10-10.93,0
(2021 SO1),2021 SO1,7.544e-07,0.4960,-7.37,8.075e-02,,IOBS,bK21S01O,2103-10-12.62,0
(2021 RN),2021 RN,1.350e-08,1.9805,-8.79,2.415e-01,,IOBS,bK21R00N,2115-08-31.11,0
(2021 RN),2021 RN,1.498e-08,1.9603,-8.73,2.422e-01,,IOBS,bK21R00N,2112-08-30.64,0
(2021 RN),2021 RN,9.733e-08,0.3276,-7.90,2.526e-01,,IOBS,bK21R00N,2111-09-02.80,0
(2021 PK4),2021 PK4,9.771e-09,2.3174,-9.53,2.116e-02,,IOBS,bK21P04K,2076-08-06.85,0
(2021 UU),2021 UU,9.989e-09,0.7169,-9.09,1.607e-01,,IOBS,bK21U00U,2119-10-24.56,0
(2021 UU),2021 UU,4.466e-09,2.5832,-9.28,1.610e-01,,IOBS,bK21U00U,2091-10-22.50,0
(2021 VG1),2021 VG1,1.513e-07,0.3255,-7.43,3.033e-01,,IOBS,bK21V01G,2077-11-01.75,0
(2024 VA2),2024 VA2,1.332e-08,1.9394,-8.81,2.581e-01,,IOBS,bK24V02A,2123-11-07.91,0
(2021 RG6),2021 RG6,2.450e-07,0.7371,-8.92,4.830e-03,,IOBS,bK21R06G,2121-09-11.71,0
(2015 TB1),2015 TB1,5.265e-08,1.9887,-8.21,1.863e-01,,IOBS,bK15T01B,2100-09-22.83,0
(2022 CL3),2022 CL3,1.110e-06,0.6304,-7.69,1.652e-02,,IOBS,bK22C03L,2093-02-13.69,0
(2022 DT4),2022 DT4,7.907e-06,0.0776,-6.00,2.043e-01,,IOBS,bK22D04T,2099-02-27.97,0
(2023 XH7),2023 XH7,1.779e-09,2.2004,-9.87,8.897e-02,,IOBS,bK23X07H,2088-12-11.87,0
(2023 XP13),2023 XP13,8.539e-08,0.8099,-7.27,1.401e+00,,IOBS,bK23X13P,2095-06-01.68,0
(2023 OY),2023 OY,1.296e-07,3.4431,-8.21,6.105e-02,,IOBS,bK23O00Y,2100-07-16.97,0
(2000 LG6),2000 LG6,4.222e-06,0.5695,-7.85,3.079e-03,,IOBS,bK00L06G,2122-05-24.20,0
(2000 LG6),2000 LG6,2.665e-08,2.0142,-10.05,3.079e-03,,IOBS,bK00L06G,2122-05-23.04,0
(2000 LG6),2000 LG6,2.940e-05,0.6913,-7.00,3.078e-03,,IOBS,bK00L06G,2122-05-22.96,0
(2000 LG6),2000 LG6,2.079e-06,0.7948,-8.15,3.084e-03,,IOBS,bK00L06G,2122-05-16.75,0
(2000 LG6),2000 LG6,1.173e-07,0.4924,-9.40,3.075e-03,,IOBS,bK00L06G,2121-05-26.19,0
(2015 CT13),2015 CT13,4.835e-09,0.7464,-9.19,3.003e-01,,IOBS,bK15C13T,2122-02-12.96,0
(2015 HL182),2015 HL182,6.568e-09,3.4577,-6.86,7.739e+01,,IOBS,bK15HI2L,2077-10-19.00,0
(2015 HR182),2015 HR182,5.300e-09,6.4797,-6.26,7.224e+02,,IOBS,bK15HI2R,2087-10-20.68,0
(2016 UR36),2016 UR36,2.043e-08,1.1969,-9.04,7.452e-02,,IOBS,bK16U36R,2118-03-30.68,0
(2016 UR36),2016 UR36,2.394e-09,2.8625,-9.88,8.250e-02,,IOBS,bK16U36R,2107-04-08.32,0
(2016 JX11),2016 JX11,4.397e-09,2.4445,-8.25,3.236e+00,,IOBS,bK16J11X,2092-05-03.86,0
(2023 HO36),2023 HO36,2.629e-06,1.4707,-8.61,6.248e-04,,IOBS,bK23H36O,2123-04-21.02,0
(2019 JY2),2019 JY2,4.751e-08,2.2346,-9.95,1.979e-03,,IOBS,bK19J02Y,2122-05-07.10,0
(2025 CB8),2025 CB8,5.548e-09,5.7184,-10.78,2.733e-03,,IOBS,bK25C08B,2124-01-29.41,0
(2016 TG94),2016 TG94,3.216e-07,1.8405,-9.11,2.006e-03,,IOBS,bK16T94G,2121-10-10.24,0
(2016 TG94),2016 TG94,2.416e-07,1.2706,-9.23,2.010e-03,,IOBS,bK16T94G,2121-10-10.23,0
(2016 TG94),2016 TG94,8.054e-08,1.6268,-9.71,2.012e-03,,IOBS,bK16T94G,2121-10-10.21,0
(2016 TG94),2016 TG94,2.913e-09,1.4234,-11.15,1.994e-03,,IOBS,bK16T94G,2120-10-09.77,0
(2016 VZ17),2016 VZ17,1.281e-10,6.8624,-11.34,5.137e-02,,IOBS,bK16V17Z,2111-08-20.77,0
(2016 VZ17),2016 VZ17,1.243e-08,6.8500,-9.30,5.093e-02,,IOBS,bK16V17Z,2101-08-20.59,0
(2016 VZ17),2016 VZ17,7.907e-10,6.7203,-10.43,5.079e-02,,IOBS,bK16V17Z,2090-08-19.83,0
(2016 VZ17),2016 VZ17,1.173e-08,5.9475,-9.26,4.888e-02,,IOBS,bK16V17Z,2089-08-19.66,0
(2016 VZ17),2016 VZ17,3.229e-09,5.5276,-9.79,4.766e-02,,IOBS,bK16V17Z,2083-08-19.98,0
443104 (2013 XK22),443104,4.456e-06,3.0385,-5.29,3.379e+00,,IOBS,a0443104,2101-06-20.32,0
(1994 GK),1994 GK,5.098e-07,1.2443,-5.76,6.173e+00,,IOBS,bJ94G00K,2067-04-04.15,0
(1994 GK),1994 GK,1.381e-07,1.3282,-6.30,6.158e+00,,IOBS,bJ94G00K,2064-04-03.38,0
(1994 GK),1994 GK,2.203e-09,0.6978,-8.09,6.220e+00,,IOBS,bJ94G00K,2064-04-03.36,0
(1994 GK),1994 GK,4.869e-08,2.0119,-6.72,6.103e+00,,IOBS,bJ94G00K,2061-04-03.68,0
(1994 GK),1994 GK,1.585e-05,1.9168,-4.21,6.091e+00,,IOBS,bJ94G00K,2061-04-03.64,0
(2001 UF5),2001 UF5,1.618e-09,0.2892,-7.18,1.014e+02,,IOBS,bK01U05F,2058-10-29.21,0
(2019 HN4),2019 HN4,4.695e-08,0.4730,-9.38,7.401e-03,,IOBS,bK19H04N,2099-04-26.71,0
(2018 CN),2018 CN,4.455e-08,1.6530,-7.85,4.543e-01,,IOBS,bK18C00N,2082-02-07.99,0
(2018 CN),2018 CN,1.223e-08,1.0415,-8.41,4.570e-01,,IOBS,bK18C00N,2082-02-07.95,0
(2008 UA92),2008 UA92,1.308e-06,1.0138,-7.13,5.009e-02,,IOBS,bK08U92A,2078-11-01.80,0
(2008 US),2008 US,4.595e-07,1.3876,-8.77,4.530e-04,,IOBS,bK08U00S,2044-04-17.20,0
(2008 US),2008 US,1.075e-07,1.3510,-9.30,4.524e-04,,IOBS,bK08U00S,2040-04-17.16,0
(2020 CE1),2020 CE1,2.681e-07,0.3689,-7.09,8.331e-01,,IOBS,bK20C01E,2121-01-25.06,0
(2023 HW39),2023 HW39,2.969e-08,3.4450,-11.31,7.181e-05,,IOBS,bK23H39W,2123-04-15.80,0
(2026 AS1),2026 AS1,5.124e-08,1.0295,-8.37,1.734e-01,,IOBS,bK26A01S,2124-04-02.44,0
(2020 DW),2020 DW,4.731e-06,1.2713,-8.34,5.381e-04,,IOBS,bK20D00W,2108-12-23.83,0
(2020 DW),2020 DW,9.675e-07,1.2745,-9.09,5.368e-04,,IOBS,bK20D00W,2121-12-24.11,0
(2020 DW),2020 DW,6.529e-08,1.2711,-10.22,5.388e-04,,IOBS,bK20D00W,2112-12-23.13,0
(2012 KT42),2012 KT42,1.313e-10,5.6148,-11.82,1.211e-02,,IOBS,bK12K42T,2109-05-31.43,0
(2016 CB248),2016 CB248,8.799e-08,0.5125,-8.16,1.551e-01,,IOBS,bK16CO8B,2121-02-14.91,0
(2016 CE31),2016 CE31,1.858e-07,1.0472,-8.35,3.520e-02,,IOBS,bK16C31E,2120-07-23.45,0
(2019 AB),2019 AB,1.301e-08,0.3229,-8.83,2.512e-01,,IOBS,bK19A00B,2122-01-04.98,0
(2019 AB),2019 AB,6.244e-09,1.3001,-9.14,2.504e-01,,IOBS,bK19A00B,2120-01-05.53,0
(2024 YD),2024 YD,3.550e-08,2.8555,-8.86,6.437e-02,,IOBS,bK24Y00D,2121-12-22.28,0
(2016 CE31),2016 CE31,3.282e-07,0.7796,-8.10,3.519e-02,,IOBS,bK16C31E,2119-07-24.20,0
(2016 TM),2016 TM,1.149e-07,0.6267,-8.64,2.776e-02,,IOBS,bK16T00M,2120-06-12.69,0
(2016 TM),2016 TM,2.919e-09,2.0934,-10.22,2.783e-02,,IOBS,bK16T00M,2117-06-13.96,0
(2016 TM),2016 TM,3.048e-07,2.5139,-8.07,2.786e-02,,IOBS,bK16T00M,2093-06-10.91,0
(2016 TM),2016 TM,3.650e-08,0.1028,-8.94,2.777e-02,,IOBS,bK16T00M,2085-06-23.82,0
(2016 TM),2016 TM,6.335e-08,0.7612,-8.63,2.775e-02,,IOBS,bK16T00M,2076-06-08.34,0
(2020 VB5),2020 VB5,3.240e-05,1.0957,-5.00,6.330e-02,,IOBS,bK20V05B,2037-11-17.69,0
(2024 YP),2024 YP,4.913e-08,0.4805,-8.75,5.858e-02,,IOBS,bK24Y00P,2120-12-26.84,0
(2021 DG),2021 DG,1.268e-04,1.3234,-6.34,1.342e-03,,IOBS,bK21D00G,2072-02-19.57,0
(2021 LQ),2021 LQ,7.125e-07,1.7770,-5.80,9.093e+00,,IOBS,bK21L00Q,2112-05-29.77,0
(2025 DZ4),2025 DZ4,7.906e-08,2.8324,-7.83,1.198e-01,,IOBS,bK25D04Z,2058-02-18.34,0
(2023 XM14),2023 XM14,1.778e-07,2.1539,-6.31,1.047e+01,,IOBS,bK23X14M,2105-10-30.85,0
(2022 UA21),2022 UA21,4.503e-07,0.0867,-8.79,2.951e-03,,IOBS,bK22U21A,2113-10-26.76,0
(2022 UA21),2022 UA21,2.917e-07,0.0872,-8.96,2.946e-03,,IOBS,bK22U21A,2108-10-25.60,0
(2022 UY14),2022 UY14,2.085e-05,1.5395,-4.05,2.840e+00,,IOBS,bK22U14Y,2043-04-28.93,0
(2025 BE4),2025 BE4,3.962e-08,3.3431,-8.01,5.534e-01,,IOBS,bK25B04E,2110-01-23.73,0
(2023 GX),2023 GX,1.809e-06,1.1414,-7.00,1.024e-01,,IOBS,bK23G00X,2122-04-05.16,0
(2025 UV7),2025 UV7,1.396e-10,5.8626,-11.78,1.341e-03,,IOBS,bK25U07V,2039-10-29.73,0
(2025 BP4),2025 BP4,3.086e-07,2.1711,-8.12,1.118e-02,,IOBS,bK25B04P,2063-01-23.74,0
(2022 YK3),2022 YK3,1.279e-08,0.8737,-9.54,5.857e-03,,IOBS,bK22Y03K,2049-12-25.48,0
(2022 YK3),2022 YK3,1.065e-07,0.1059,-8.62,5.778e-03,,IOBS,bK22Y03K,2049-12-25.46,0
(2022 WW11),2022 WW11,9.426e-10,3.1031,-9.77,1.485e-01,,IOBS,bK22W11W,2065-11-28.95,0
(2022 WW11),2022 WW11,1.323e-06,1.3126,-6.50,1.525e-01,,IOBS,bK22W11W,2056-11-28.57,0
(2021 AM6),2021 AM6,2.512e-06,0.8718,-6.83,1.054e-01,,IOBS,bK21A06M,2120-01-05.10,0
(2021 AM6),2021 AM6,3.606e-08,1.3729,-8.67,1.056e-01,,IOBS,bK21A06M,2119-01-04.28,0
(2021 AM6),2021 AM6,1.633e-07,1.3345,-8.01,1.049e-01,,IOBS,bK21A06M,2118-01-04.44,0
(2021 AM6),2021 AM6,3.685e-08,0.2320,-8.65,1.060e-01,,IOBS,bK21A06M,2118-01-04.44,0
(2021 XK1),2021 XK1,4.511e-08,1.0692,-8.34,2.158e-01,,IOBS,bK21X01K,2121-06-02.72,0
(2021 XK1),2021 XK1,1.215e-06,0.8346,-6.87,2.156e-01,,IOBS,bK21X01K,2112-06-02.44,0
(2021 XK1),2021 XK1,1.946e-06,1.0839,-6.66,2.158e-01,,IOBS,bK21X01K,2111-06-03.19,0
(2020 VN6),2020 VN6,2.684e-06,0.5115,-7.25,2.851e-02,,IOBS,bK20V06N,2118-11-05.62,0
(2020 VN6),2020 VN6,2.817e-07,0.1294,-8.23,2.813e-02,,IOBS,bK20V06N,2117-11-04.78,0
(2020 VN6),2020 VN6,2.114e-07,0.9940,-8.34,2.837e-02,,IOBS,bK20V06N,2114-11-04.78,0
(2020 VN6),2020 VN6,1.740e-07,0.3241,-8.43,2.801e-02,,IOBS,bK20V06N,2114-11-04.47,0
(2020 VN6),2020 VN6,2.294e-09,0.8191,-10.26,2.857e-02,,IOBS,bK20V06N,2106-11-05.31,0
(2020 VN6),2020 VN6,6.651e-07,1.2806,-7.76,2.839e-02,,IOBS,bK20V06N,2098-11-05.30,0
(2020 VN6),2020 VN6,1.598e-08,0.2041,-9.06,2.872e-02,,IOBS,bK20V06N,2061-11-04.99,0
(2020 VK6),2020 VK6,1.369e-07,3.8560,-7.32,6.125e-01,,IOBS,bK20V06K,2090-12-09.70,0
(2020 VT3),2020 VT3,1.001e-08,1.9723,-10.13,5.949e-03,,IOBS,bK20V03T,2100-11-18.18,0
(2020 VV6),2020 VV6,1.781e-08,1.0422,-9.62,1.756e-02,,IOBS,bK20V06V,2122-05-26.22,0
(2022 YL8),2022 YL8,7.277e-07,1.2034,-6.55,6.041e-01,,IOBS,bK22Y08L,2083-12-19.26,0
(2021 WL2),2021 WL2,8.047e-07,2.0054,-7.40,8.462e-02,,IOBS,bK21W02L,2118-12-18.93,0
(2021 WL2),2021 WL2,8.153e-07,1.4843,-7.27,8.431e-02,,IOBS,bK21W02L,2095-12-17.73,0
(2021 WL2),2021 WL2,3.187e-07,0.6559,-7.66,8.373e-02,,IOBS,bK21W02L,2092-12-18.52,0
(2019 QB1),2019 QB1,6.932e-08,1.8467,-8.12,5.106e-02,,IOBS,bK19Q01B,2053-08-19.69,0
(2019 QR8),2019 QR8,8.896e-07,2.1181,-7.76,2.736e-02,,IOBS,bK19Q08R,2121-08-26.35,0
(2025 QA5),2025 QA5,8.713e-07,3.1123,-6.70,2.674e-02,,IOBS,bK25Q05A,2033-08-25.17,0
(2020 BY1),2020 BY1,2.154e-08,2.4067,-7.85,3.670e-01,,IOBS,bK20B01Y,2049-01-16.44,0
(2020 BY11),2020 BY11,8.153e-08,0.5800,-8.75,3.041e-02,,IOBS,bK20B11Y,2120-01-25.89,0
(2020 VH5),2020 VH5,5.840e-08,3.3560,-9.57,3.405e-03,,IOBS,bK20V05H,2101-11-14.44,0
(2020 VH5),2020 VH5,8.905e-06,0.4038,-7.39,3.374e-03,,IOBS,bK20V05H,2101-11-14.36,0
(2020 VH5),2020 VH5,4.541e-07,0.3329,-8.68,3.373e-03,,IOBS,bK20V05H,2101-11-14.21,0
(2020 VH5),2020 VH5,1.163e-08,1.8766,-10.27,3.356e-03,,IOBS,bK20V05H,2101-11-14.13,0
(2006 CM10),2006 CM10,1.011e-06,2.1953,-4.26,3.513e+02,,IOBS,bK06C10M,2092-08-12.48,0
(2006 DO62),2006 DO62,3.586e-09,5.4408,-10.19,1.482e-02,,IOBS,bK06D62O,2088-02-22.21,0
(2023 TG8),2023 TG8,2.010e-08,1.4813,-9.43,2.512e-02,,IOBS,bK23T08G,2119-10-12.50,0
(2023 SD3),2023 SD3,6.145e-10,3.8869,-10.14,7.590e-02,,IOBS,bK23S03D,2061-08-20.06,0
(2024 TG5),2024 TG5,1.806e-08,1.9399,-9.12,3.165e-02,,IOBS,bK24T05G,2075-12-11.14,0
(2023 HF7),2023 HF7,2.835e-07,0.9897,-7.23,1.699e-01,,IOBS,bK23H07F,2064-05-01.08,0
(2024 XE6),2024 XE6,9.479e-07,2.2572,-7.58,4.002e-02,,IOBS,bK24X06E,2117-06-04.11,0
(2025 CL3),2025 CL3,1.026e-09,3.3415,-9.24,1.071e+00,,IOBS,bK25C03L,2088-08-30.73,0
(2025 CL3),2025 CL3,5.986e-08,1.8162,-7.45,1.116e+00,,IOBS,bK25C03L,2087-08-31.64,0
(2024 YT7),2024 YT7,4.897e-08,0.8845,-6.25,4.413e+01,,IOBS,bK24Y07T,2085-11-24.25,0
(2025 SK22),2025 SK22,2.902e-07,0.6942,-7.56,2.024e-01,,IOBS,bK25S22K,2123-09-22.83,0
(2026 CU1),2026 CU1,2.705e-07,1.0021,-6.31,2.461e+00,,IOBS,bK26C01U,2063-03-02.21,0
(2021 NF90),2021 NF90,1.680e-04,2.2423,-6.23,1.256e-03,,IOBS,bK21N90F,2070-07-16.17,0
(2025 MN229),2025 MN229,8.802e-09,2.9862,-4.27,5.192e+04,,IOBS,bK25MM9N,2057-11-15.16,0
(2006 RH120),2006 RH120,1.305e-06,0.9014,-8.67,1.268e-03,,IOBS,bK06RC0H,2124-02-04.07,0
(2006 RH120),2006 RH120,1.901e-06,1.7110,-8.51,1.266e-03,,IOBS,bK06RC0H,2124-02-03.13,0
(2006 RH120),2006 RH120,8.636e-06,1.1219,-7.84,1.268e-03,,IOBS,bK06RC0H,2121-02-20.66,0
