des_chr,des_num,event_id,ip_NASA,ip_ESA,v_inf
1950DA,29075,1950DA_2880-03-16,0.000377,,14.1
1979XB,,1979XB_2056-12-12,1.915e-07,2.34e-07,23.7606234552547
1979XB,,1979XB_2065-12-16,,2.72e-09,
1979XB,,1979XB_2086-12-16,1.067e-07,,23.7606234552547
1979XB,,1979XB_2101-12-14,,3.46e-09,
1979XB,,1979XB_2102-12-16,1.158e-10,,23.7606234552547
1979XB,,1979XB_2113-12-14,5.532e-07,4.94e-07,23.7606234552547
1991BA,,1991BA_2026-01-17,,2.55e-09,
1991BA,,1991BA_2027-01-19,2.107e-09,3.45e-09,16.7227981196217
1991BA,,1991BA_2032-01-19,6.523e-07,6.15e-07,16.7227981196217
1991BA,,1991BA_2034-01-20,8.263e-09,,16.7227981196217
1991BA,,1991BA_2036-01-19,6.389e-08,7.48e-08,16.7227981196217
1991BA,,1991BA_2038-01-18,,4.72e-10,
1991BA,,1991BA_2039-01-19,5.502e-09,,16.7227981196217
1991BA,,1991BA_2041-01-18,,1.45e-08,
1991BA,,1991BA_2042-01-18,,2.13e-08,
1991BA,,1991BA_2044-01-20,5.658090000000001e-07,1.05e-06,16.7227981196217
1991BA,,1991BA_2048-01-19,9.744999999999999e-08,1.46e-10,16.7227981196217
1991BA,,1991BA_2050-01-19,4.105e-09,,16.7227981196217
1991BA,,1991BA_2051-01-18,2.354e-08,,16.7227981196217
1991BA,,1991BA_2052-01-19,1.549e-07,1.63e-07,16.7227981196217
1991BA,,1991BA_2053-01-18,1.507e-07,1.81e-07,16.7227981196217
1991BA,,1991BA_2054-01-19,1.676e-09,,16.7227981196217
1991BA,,1991BA_2055-01-19,1.513e-08,,16.7227981196217
1991BA,,1991BA_2056-01-19,,4.43e-09,
1991BA,,1991BA_2059-01-20,3.7078e-09,,16.7227981196217
1991BA,,1991BA_2061-01-19,1.981e-07,2.09e-07,16.7227981196217
1991BA,,1991BA_2066-01-19,2.003e-08,1.17e-09,16.7227981196217
1991BA,,1991BA_2068-01-20,1.043e-08,,16.7227981196217
1991BA,,1991BA_2069-01-19,1.174e-08,,16.7227981196217
1991BA,,1991BA_2070-01-18,2.6657000000000004e-07,,16.7227981196217
1991BA,,1991BA_2071-01-19,8.762e-09,,16.7227981196217
1991BA,,1991BA_2072-01-20,1.751e-09,,16.7227981196217
1991BA,,1991BA_2073-01-19,1.815e-07,1.5e-08,16.7227981196217
1991BA,,1991BA_2075-01-19,1.361548e-07,1.85e-09,16.7227981196217
1991BA,,1991BA_2077-01-19,1.1590599999999999e-07,4.46e-09,16.7227981196217
1991BA,,1991BA_2077-06-21,5.375e-09,,16.7227981196217
1991BA,,1991BA_2078-01-19,6.633e-08,1.594e-06,16.7227981196217
1991BA,,1991BA_2084-01-20,1.049e-07,,16.7227981196217
1991BA,,1991BA_2089-01-19,2.333e-08,1.94e-08,16.7227981196217
1991BA,,1991BA_2090-01-19,,6.48e-09,
1991BA,,1991BA_2091-01-19,,4.68e-10,
1991BA,,1991BA_2094-01-19,4.397e-08,2.58e-08,16.7227981196217
1991BA,,1991BA_2097-01-19,4.551e-09,,16.7227981196217
1991BA,,1991BA_2098-01-19,1.175e-07,9.19e-09,16.7227981196217
1991BA,,1991BA_2100-01-20,,6.78e-08,
1991BA,,1991BA_2103-01-21,2.395e-08,,16.7227981196217
1991BA,,1991BA_2106-01-01,2.661e-09,5.04e-11,16.7227981196217
1991BA,,1991BA_2114-01-19,1.048e-06,1.16e-06,16.7227981196217
1991BA,,1991BA_2115-01-21,4.244e-08,4.324e-08,16.7227981196217
1993HP1,,1993HP1_2065-04-26,1.142e-08,2.24e-07,9.73497672753312
1993HP1,,1993HP1_2089-04-26,,1.75e-10,
1993HP1,,1993HP1_2112-04-27,4.444e-08,,9.73497672753312
1993KA2,,1993KA2_2060-11-10,4.177e-08,3.52e-08,23.2
1993UA,,1993UA_2111-10-21,8.45533e-07,5.04e-07,9.39599346211206
1994GK,,1994GK_2044-04-03,,1.15e-08,
1994GK,,1994GK_2050-04-04,8.719e-09,,14.8816515450186
1994GK,,1994GK_2054-04-03,5.394e-09,,14.8816515450186
1994GK,,1994GK_2059-04-04,8.48e-09,,14.8816515450186
1994GK,,1994GK_2061-04-03,1.589869e-05,5.17e-06,14.8816515450186
1994GK,,1994GK_2064-04-03,1.40303e-07,,14.8816515450186
1994GK,,1994GK_2067-04-04,5.098e-07,3.44e-07,14.8816515450186
1994GK,,1994GK_2073-04-03,,4.96e-09,
1994GV,,1994GV_2036-04-10,7.357e-07,,8.0873507246722
1994GV,,1994GV_2039-04-11,4.78651e-06,1.19e-09,8.0873507246722
1994GV,,1994GV_2045-04-15,3.67e-08,,8.0873507246722
1994GV,,1994GV_2048-04-09,9.1505e-06,1.24e-05,8.0873507246722
1994GV,,1994GV_2051-04-11,4.6671e-07,1.23e-05,8.0873507246722
1994GV,,1994GV_2053-04-10,9.851e-08,,8.0873507246722
1994GV,,1994GV_2056-04-09,7.8477e-06,6.945e-07,8.0873507246722
1994GV,,1994GV_2057-04-16,3.511e-08,,8.0873507246722
1994GV,,1994GV_2060-04-09,4.79e-07,,8.0873507246722
1994GV,,1994GV_2062-04-10,4.0696000000000004e-07,,8.0873507246722
1994GV,,1994GV_2063-04-10,1.833e-08,3.04e-08,8.0873507246722
1994GV,,1994GV_2065-04-10,3.802235e-05,1.5706999999999997e-05,8.0873507246722
1994GV,,1994GV_2071-04-10,9.358e-07,2.4805270000000002e-05,8.0873507246722
1994GV,,1994GV_2072-04-09,1.9480000000000002e-07,,8.0873507246722
1994GV,,1994GV_2074-04-09,1.1023e-06,,8.0873507246722
1994GV,,1994GV_2075-04-14,2.647e-08,,8.0873507246722
1994GV,,1994GV_2077-02-20,,2.08e-08,
1994GV,,1994GV_2077-04-10,,2.17e-07,
1994GV,,1994GV_2078-04-14,3.017e-08,,8.0873507246722
1994GV,,1994GV_2080-04-08,,1.3612499999999999e-08,
1994GV,,1994GV_2082-04-13,6.574e-09,,8.0873507246722
1994GV,,1994GV_2083-04-12,6.899e-10,,8.0873507246722
1994GV,,1994GV_2084-04-11,1.062e-07,,8.0873507246722
1994GV,,1994GV_2091-04-11,,1.23e-08,
1994GV,,1994GV_2095-04-10,8.414e-10,,8.0873507246722
1994GV,,1994GV_2098-04-10,1.24508e-07,,8.0873507246722
1994GV,,1994GV_2099-04-08,,2.77e-08,
1994GV,,1994GV_2101-04-11,8.717240999999999e-05,1.24e-06,8.0873507246722
1994GV,,1994GV_2103-04-14,,1.66e-11,
1994GV,,1994GV_2104-04-11,1.628604e-05,1.4133e-07,8.0873507246722
1994GV,,1994GV_2106-04-15,,8.98e-09,
1994GV,,1994GV_2107-04-12,1.4319799999999998e-07,,8.0873507246722
1994GV,,1994GV_2110-04-11,9.187199999999999e-09,,8.0873507246722
1994GV,,1994GV_2112-04-12,1.271e-08,,8.0873507246722
1994GV,,1994GV_2113-04-11,2.008571e-06,8.54e-07,8.0873507246722
1994GV,,1994GV_2115-04-12,1.6244829999999998e-06,,8.0873507246722
1994GV,,1994GV_2116-04-12,6.831999999999999e-08,,8.0873507246722
1994GV,,1994GV_2118-04-13,7.606000000000001e-08,,8.0873507246722
1994GV,,1994GV_2119-04-10,3.2768899999999996e-06,2.196e-06,8.0873507246722
1994GV,,1994GV_2122-04-11,1.060985e-06,1.923919e-05,8.0873507246722
1994XM1,,1994XM1_2117-12-08,1.882e-07,1.78e-07,11.4
1995CS,,1995CS_2042-02-03,1.332e-06,4.66e-06,25.2247233655038
1995CS,,1995CS_2044-02-04,,1.78e-11,
1995CS,,1995CS_2048-02-03,5.025e-08,3.1e-08,25.2247233655038
1995CS,,1995CS_2053-02-03,2.378e-08,,25.2247233655038
1995CS,,1995CS_2054-02-03,3.248e-07,3.02e-10,25.2247233655038
1995CS,,1995CS_2055-02-03,4.1508000000000003e-08,2.24e-08,25.2247233655038
1995CS,,1995CS_2056-02-03,1.56e-07,5.15e-08,25.2247233655038
1995CS,,1995CS_2058-02-03,1.2202e-07,3.36305e-07,25.2247233655038
1995CS,,1995CS_2059-02-03,2.252e-07,1.28e-10,25.2247233655038
1995CS,,1995CS_2061-02-02,2.6481e-07,5.6e-08,25.2247233655038
1995CS,,1995CS_2062-02-03,1.254e-08,3.67e-11,25.2247233655038
1995CS,,1995CS_2063-02-03,2.544e-08,,25.2247233655038
1995UB,,1995UB_2112-10-17,3.966e-09,,12.2092088796772
1995UB,,1995UB_2117-10-18,1.911e-09,,12.2092088796772
1995UB,,1995UB_2120-10-17,2.183e-08,,12.2092088796772
1995UB,,1995UB_2121-10-18,7.39994e-08,6.65e-10,12.2092088796772
1996TC1,,1996TC1_2054-09-26,,3.79e-11,
1996TC1,,1996TC1_2064-09-25,1.839e-08,1.7e-08,23.9996520487168
1996TC1,,1996TC1_2067-09-26,1.2530620000000001e-06,1.24e-06,23.9996520487168
1996TC1,,1996TC1_2072-09-25,5.655e-08,4.45e-08,23.9996520487168
1997TC25,,1997TC25_2047-09-10,1.202e-07,,9.06720049650411
1997TC25,,1997TC25_2051-09-12,9.92e-08,,9.06720049650411
1997TC25,,1997TC25_2067-09-16,,2.42e-10,
1997TC25,,1997TC25_2078-09-13,6.628e-08,,9.06720049650411
1997TC25,,1997TC25_2089-09-23,1.516e-09,,9.06720049650411
1997TC25,,1997TC25_2096-09-28,2.459e-07,2.62e-07,9.06720049650411
1997TC25,,1997TC25_2099-09-20,2.319e-08,,9.06720049650411
1997TC25,,1997TC25_2100-10-04,1.937e-09,,9.06720049650411
1997TC25,,1997TC25_2101-09-22,1.84e-09,,9.06720049650411
1997TC25,,1997TC25_2102-09-16,4.619e-08,,9.06720049650411
1997TC25,,1997TC25_2112-10-01,3.885e-10,,9.06720049650411
1997TC25,,1997TC25_2117-09-22,,4.93e-08,
1997UA11,,1997UA11_2073-10-24,3.1061e-07,3.66e-07,11.9574624126718
1998BT13,,1998BT13_2032-01-23,,3.68e-08,
1998BT13,,1998BT13_2087-01-22,5.915e-08,,7.82770728643216
1998BT13,,1998BT13_2107-01-23,2.045e-08,,7.82770728643216
1999RQ36,101955,1999RQ36_2178-09-24,4e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2179-09-25,8e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2181-09-24,8e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2182-09-24,0.0003702,,5.9916984432395
1999RQ36,101955,1999RQ36_2184-09-24,2.4e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2185-09-24,2.7000000000000004e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2186-09-24,5e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2187-09-24,8.71e-05,,5.9916984432395
1999RQ36,101955,1999RQ36_2188-09-24,5e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2189-09-24,1.3999999999999997e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2190-09-24,3.3999999999999996e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2191-09-24,2.6999999999999996e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2192-09-24,4.2800000000000004e-05,,5.9916984432395
1999RQ36,101955,1999RQ36_2193-09-24,2.0899999999999996e-05,,5.9916984432395
1999RQ36,101955,1999RQ36_2194-09-24,1.2200000000000002e-05,,5.9916984432395
1999RQ36,101955,1999RQ36_2195-09-24,2.1e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2196-09-24,1.2e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2197-09-24,4.8e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2198-09-24,9e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2199-09-24,1e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2200-09-25,4e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2201-09-25,8e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2202-09-25,8e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2203-09-25,1.6e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2204-09-25,8e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2205-09-25,3e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2206-09-25,4e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2207-09-25,4e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2208-09-25,6e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2209-09-25,3e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2210-09-25,3.7999999999999996e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2212-09-25,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2213-09-25,1e-06,,5.9916984432395
1999RQ36,101955,1999RQ36_2214-09-25,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2215-09-25,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2218-09-25,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2220-09-25,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2224-09-24,2e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2228-09-24,2e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2231-09-25,3e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2254-09-24,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2257-09-24,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2272-09-24,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2281-09-24,1e-07,,5.9916984432395
1999RQ36,101955,1999RQ36_2290-09-25,1e-07,,5.9916984432395
1999RZ31,,1999RZ31_2056-09-05,1.438e-06,,8.2
2000LG6,,2000LG6_2081-05-22,4.111e-07,,2.11449241082259
2000LG6,,2000LG6_2082-05-27,4.633e-05,6.53e-07,2.11449241082259
2000LG6,,2000LG6_2087-05-19,1.245e-07,,2.11449241082259
2000LG6,,2000LG6_2088-05-27,0.0007694,0.0008964999999999999,2.11449241082259
2000LG6,,2000LG6_2089-05-26,3.308e-05,1.21e-06,2.11449241082259
2000LG6,,2000LG6_2090-05-25,4.197e-06,3.57e-07,2.11449241082259
2000LG6,,2000LG6_2091-05-25,1.874e-06,2.29e-07,2.11449241082259
2000LG6,,2000LG6_2092-05-26,6.0306e-05,1.08e-06,2.11449241082259
2000LG6,,2000LG6_2093-05-24,7.295e-07,,2.11449241082259
2000LG6,,2000LG6_2094-05-22,0.0008495847,0.0005143001,2.11449241082259
2000LG6,,2000LG6_2095-05-22,4.195e-07,,2.11449241082259
2000LG6,,2000LG6_2096-05-20,1.3292000000000001e-06,,2.11449241082259
2000LG6,,2000LG6_2097-05-25,5.2e-06,3.91e-07,2.11449241082259
2000LG6,,2000LG6_2099-05-25,3.161e-06,,2.11449241082259
2000LG6,,2000LG6_2101-05-22,9.49945e-05,3.53e-06,2.11449241082259
2000LG6,,2000LG6_2101-06-04,,5.43e-08,
2000LG6,,2000LG6_2102-05-24,3.567e-07,,2.11449241082259
2000LG6,,2000LG6_2103-05-22,3.66713e-06,1.61e-07,2.11449241082259
2000LG6,,2000LG6_2104-05-23,1.752e-06,,2.11449241082259
2000LG6,,2000LG6_2105-05-24,5.21673e-06,2.2e-07,2.11449241082259
2000LG6,,2000LG6_2106-05-22,9.694099999999998e-07,,2.11449241082259
2000LG6,,2000LG6_2107-05-22,6.93538e-06,8.68e-08,2.11449241082259
2000LG6,,2000LG6_2108-05-24,3.0043e-06,1.821e-07,2.11449241082259
2000LG6,,2000LG6_2109-05-22,4.138404e-05,1.4030599999999999e-05,2.11449241082259
2000LG6,,2000LG6_2110-05-21,3.02e-07,,2.11449241082259
2000LG6,,2000LG6_2110-05-28,3.63e-07,,2.11449241082259
2000LG6,,2000LG6_2111-05-21,3.993945e-05,7.251e-07,2.11449241082259
2000LG6,,2000LG6_2112-05-23,1.56846e-06,,2.11449241082259
2000LG6,,2000LG6_2113-05-26,1.669e-06,1.160256e-07,2.11449241082259
2000LG6,,2000LG6_2114-05-21,1.729206e-07,1.4229999999999999e-08,2.11449241082259
2000LG6,,2000LG6_2115-05-21,9.01229e-05,1.7648590000000002e-06,2.11449241082259
2000LG6,,2000LG6_2116-05-22,2.7988e-06,,2.11449241082259
2000LG6,,2000LG6_2117-05-22,8.686275e-06,2.68e-07,2.11449241082259
2000LG6,,2000LG6_2117-06-26,8.495e-08,,2.11449241082259
2000LG6,,2000LG6_2118-05-18,1.271445e-06,,2.11449241082259
2000LG6,,2000LG6_2119-05-20,7.766500000000001e-06,6.45e-07,2.11449241082259
2000LG6,,2000LG6_2120-05-20,5.608262e-06,7.44e-09,2.11449241082259
2000LG6,,2000LG6_2121-05-26,1.173e-07,,2.11449241082259
2000LG6,,2000LG6_2122-05-16,3.5727650000000003e-05,1.3247e-06,2.11449241082259
2000SB45,,2000SB45_2067-10-08,3.523e-09,,7.52859669417367
2000SB45,,2000SB45_2073-10-08,2.36e-08,,7.52859669417367
2000SB45,,2000SB45_2074-10-08,3.11358e-06,5.37e-06,7.52859669417367
2000SB45,,2000SB45_2077-10-08,1.894e-09,,7.52859669417367
2000SB45,,2000SB45_2078-10-08,2.2724599999999996e-06,2.1219999999999998e-06,7.52859669417367
2000SB45,,2000SB45_2079-10-08,1.957576e-06,3.55e-07,7.52859669417367
2000SB45,,2000SB45_2080-10-08,4.998659e-05,1.7984e-05,7.52859669417367
2000SB45,,2000SB45_2081-10-08,1.38391e-06,2.2339e-06,7.52859669417367
2000SB45,,2000SB45_2082-10-08,3.8582100000000005e-06,4.85e-06,7.52859669417367
2000SB45,,2000SB45_2083-10-08,8.1729e-07,1.66e-06,7.52859669417367
2000SB45,,2000SB45_2084-10-08,2.5196461e-05,2.176595e-05,7.52859669417367
2000SB45,,2000SB45_2085-10-08,5.6863e-06,2.15e-05,7.52859669417367
2000SB45,,2000SB45_2086-10-08,4.6645049999999996e-07,7.598999999999999e-07,7.52859669417367
2000SB45,,2000SB45_2087-10-08,1.6613e-06,8.612300000000001e-07,7.52859669417367
2000SB45,,2000SB45_2088-10-08,1.4106200000000002e-05,1.9478e-05,7.52859669417367
2000SB45,,2000SB45_2089-10-08,3.246e-09,,7.52859669417367
2000SB45,,2000SB45_2090-10-08,3.2792000000000004e-07,,7.52859669417367
2000SB45,,2000SB45_2091-10-08,4.32424e-06,3.235e-06,7.52859669417367
2000SB45,,2000SB45_2092-10-08,8.299e-09,,7.52859669417367
2000SB45,,2000SB45_2093-10-08,3.2185649999999997e-06,7.32133e-07,7.52859669417367
2000SB45,,2000SB45_2094-10-08,2.405e-07,1.3251000000000001e-07,7.52859669417367
2000SB45,,2000SB45_2095-10-08,9.21393e-07,,7.52859669417367
2000SB45,,2000SB45_2096-10-08,6.1128634e-06,1.324e-06,7.52859669417367
2000SB45,,2000SB45_2097-10-08,1.5203731e-06,1.028e-06,7.52859669417367
2000SB45,,2000SB45_2098-10-08,1.537e-08,,7.52859669417367
2000SB45,,2000SB45_2099-10-08,1.29775917e-05,1.2699099999999998e-05,7.52859669417367
2000SB45,,2000SB45_2100-10-09,6.39525e-07,7.8e-08,7.52859669417367
2000SB45,,2000SB45_2101-10-09,2.0443677000000004e-06,1.33423e-06,7.52859669417367
2000SB45,,2000SB45_2102-10-09,1.047e-07,,7.52859669417367
2000SB45,,2000SB45_2104-10-09,2.59098e-07,,7.52859669417367
2000SB45,,2000SB45_2105-10-09,2.9643072e-06,1.87e-06,7.52859669417367
2000SB45,,2000SB45_2106-10-09,6.738000000000001e-07,3.25e-07,7.52859669417367
2000SB45,,2000SB45_2107-10-09,4.76065e-07,4.1e-07,7.52859669417367
2000SB45,,2000SB45_2108-10-09,1.30043e-07,,7.52859669417367
2000SB45,,2000SB45_2111-10-09,1.7343300000000002e-07,,7.52859669417367
2000SB45,,2000SB45_2112-10-09,1.0297365399999998e-05,3.01e-06,7.52859669417367
2000SB45,,2000SB45_2113-10-09,4.982839999999999e-07,4.258e-07,7.52859669417367
2000SB45,,2000SB45_2118-10-09,4.1716e-09,,7.52859669417367
2000SG344,,2000SG344_2069-09-18,2.22e-07,5.38e-07,1.35802744453748
2000SG344,,2000SG344_2070-09-17,0.0002339,0.000289,1.35802744453748
2000SG344,,2000SG344_2071-02-08,,1.43e-08,
2000SG344,,2000SG344_2071-09-10,0.0011777,0.00102,1.35802744453748
2000SG344,,2000SG344_2072-02-03,2.697e-06,3.48e-06,1.35802744453748
2000SG344,,2000SG344_2072-02-10,,3.77e-08,
2000SG344,,2000SG344_2072-09-13,1.406e-06,2.1510000000000002e-06,1.35802744453748
2000SG344,,2000SG344_2073-01-29,1.4156499999999999e-05,1.19e-05,1.35802744453748
2000SG344,,2000SG344_2073-02-09,1.5142000000000002e-05,2.1930000000000002e-05,1.35802744453748
2000SG344,,2000SG344_2074-01-28,3.408e-06,3.24e-06,1.35802744453748
2000SG344,,2000SG344_2074-02-08,8.138000000000001e-05,7.02e-05,1.35802744453748
2000SG344,,2000SG344_2078-09-01,2.254e-06,3.69e-07,1.35802744453748
2000SG344,,2000SG344_2079-08-14,2.056e-06,,1.35802744453748
2000SG344,,2000SG344_2079-09-02,3.9474699999999995e-06,1.599e-06,1.35802744453748
2000SG344,,2000SG344_2080-09-06,1.7049e-06,1.82e-07,1.35802744453748
2000SG344,,2000SG344_2081-09-07,2.0051e-06,1.904556e-06,1.35802744453748
2000SG344,,2000SG344_2082-09-07,1.779e-06,2.81e-07,1.35802744453748
2000SG344,,2000SG344_2083-06-28,3.932e-07,,1.35802744453748
2000SG344,,2000SG344_2083-09-07,2.4597999999999997e-06,1.2190719e-06,1.35802744453748
2000SG344,,2000SG344_2084-09-06,2.155e-06,1.933e-06,1.35802744453748
2000SG344,,2000SG344_2085-09-03,2.8313e-06,1.78031e-06,1.35802744453748
2000SG344,,2000SG344_2086-09-03,2.9823e-06,1.1771000000000001e-06,1.35802744453748
2000SG344,,2000SG344_2086-11-28,,1.17e-07,
2000SG344,,2000SG344_2087-08-08,,2.55e-08,
2000SG344,,2000SG344_2087-08-17,,1.04e-10,
2000SG344,,2000SG344_2087-08-31,4.1491e-06,1.033994e-06,1.35802744453748
2000SG344,,2000SG344_2088-04-22,1.107e-06,,1.35802744453748
2000SG344,,2000SG344_2088-08-08,,4.19e-08,
2000SG344,,2000SG344_2088-09-02,3.5114e-06,1.458e-06,1.35802744453748
2000SG344,,2000SG344_2088-12-07,5.615e-07,4.51e-07,1.35802744453748
2000SG344,,2000SG344_2089-07-24,,2.48e-07,
2000SG344,,2000SG344_2089-09-03,4.8483e-06,1.2167000000000001e-06,1.35802744453748
2000SG344,,2000SG344_2089-12-11,,1.55e-07,
2000SG344,,2000SG344_2090-01-24,,1.72e-08,
2000SG344,,2000SG344_2090-09-03,4.5972e-06,1.196259e-06,1.35802744453748
2000SG344,,2000SG344_2090-12-26,,2.85e-08,
2000SG344,,2000SG344_2091-01-24,,2.1e-08,
2000SG344,,2000SG344_2091-08-03,2.628e-05,0.000125,1.35802744453748
2000SG344,,2000SG344_2091-08-11,,1.92e-09,
2000SG344,,2000SG344_2091-09-08,5.111800000000001e-06,1.62467e-06,1.35802744453748
2000SG344,,2000SG344_2091-12-24,,1.5e-07,
2000SG344,,2000SG344_2092-01-22,,2.54e-11,
2000SG344,,2000SG344_2092-04-21,3.058e-07,,1.35802744453748
2000SG344,,2000SG344_2092-05-20,2.35e-07,,1.35802744453748
2000SG344,,2000SG344_2092-08-05,2.2128000000000002e-05,2.00640807e-05,1.35802744453748
2000SG344,,2000SG344_2092-09-03,7.306700000000001e-06,2.047e-06,1.35802744453748
2000SG344,,2000SG344_2092-12-22,5.899e-07,5.12e-07,1.35802744453748
2000SG344,,2000SG344_2093-07-26,5.965e-07,6.21e-07,1.35802744453748
2000SG344,,2000SG344_2093-08-04,3.10082e-05,5.08034e-05,1.35802744453748
2000SG344,,2000SG344_2093-09-03,6.7039e-06,4.93e-10,1.35802744453748
2000SG344,,2000SG344_2093-12-16,,7.4e-10,
2000SG344,,2000SG344_2093-12-29,,9.9e-08,
2000SG344,,2000SG344_2094-01-25,,4.21e-08,
2000SG344,,2000SG344_2094-04-22,9.018e-07,,1.35802744453748
2000SG344,,2000SG344_2094-05-01,,2.87e-07,
2000SG344,,2000SG344_2094-05-21,,8.21e-11,
2000SG344,,2000SG344_2094-07-01,,3.37e-09,
2000SG344,,2000SG344_2094-07-29,,1.23e-06,
2000SG344,,2000SG344_2094-08-10,3.66728e-05,3.972566099999999e-06,1.35802744453748
2000SG344,,2000SG344_2094-09-03,7.7575e-06,9.95e-08,1.35802744453748
2000SG344,,2000SG344_2094-12-19,,5.39e-10,
2000SG344,,2000SG344_2094-12-30,,3.75e-08,
2000SG344,,2000SG344_2095-06-26,,3.95e-08,
2000SG344,,2000SG344_2095-08-01,4.4514699999999996e-05,1.271e-06,1.35802744453748
2000SG344,,2000SG344_2095-08-31,8.884464000000001e-06,1.8188800000000002e-06,1.35802744453748
2000SG344,,2000SG344_2095-12-16,1.659e-07,2.3e-07,1.35802744453748
2000SG344,,2000SG344_2095-12-25,,4.33e-07,
2000SG344,,2000SG344_2096-01-20,,8.7e-09,
2000SG344,,2000SG344_2096-01-31,,3.94e-08,
2000SG344,,2000SG344_2096-02-24,,3.51e-09,
2000SG344,,2000SG344_2096-08-03,1.112e-06,5.76656539e-05,1.35802744453748
2000SG344,,2000SG344_2096-08-16,4.492e-05,,1.35802744453748
2000SG344,,2000SG344_2096-08-31,1.29761e-05,3.933596e-06,1.35802744453748
2000SG344,,2000SG344_2096-12-13,3.5172e-06,1.97e-06,1.35802744453748
2000SG344,,2000SG344_2097-02-01,,2.02e-09,
2000SG344,,2000SG344_2097-08-06,1.041e-06,7.906792340000001e-05,1.35802744453748
2000SG344,,2000SG344_2097-12-12,4.1752e-06,1.412e-06,1.35802744453748
2000SG344,,2000SG344_2098-01-01,,3.44e-07,
2000SG344,,2000SG344_2098-07-27,2.2690999999999999e-07,,1.35802744453748
2000SG344,,2000SG344_2098-08-09,9.5e-07,0.00011911820660000003,1.35802744453748
2000SG344,,2000SG344_2098-11-20,,3.05e-07,
2000SG344,,2000SG344_2098-12-11,3.642e-06,3.96072e-06,1.35802744453748
2000SG344,,2000SG344_2099-01-24,,3.86e-08,
2000SG344,,2000SG344_2099-07-24,,2.18e-07,
2000SG344,,2000SG344_2099-08-08,,1.95e-08,
2000SG344,,2000SG344_2099-08-21,0.0001968399,0.0003687129077000001,1.35802744453748
2000SG344,,2000SG344_2099-12-09,3.2269999999999998e-06,3.03e-06,1.35802744453748
2000SG344,,2000SG344_2100-01-06,,4.33e-07,
2000SG344,,2000SG344_2100-03-23,,4.17e-08,
2000SG344,,2000SG344_2100-08-24,1.2483920000000002e-05,1.1686999999999998e-05,1.35802744453748
2000SG344,,2000SG344_2100-09-11,4.314e-05,1.9537e-05,1.35802744453748
2000SG344,,2000SG344_2100-11-26,,1.6e-07,
2000SG344,,2000SG344_2100-12-08,1.419e-06,1.26e-06,1.35802744453748
2000SG344,,2000SG344_2101-02-01,,1.74e-11,
2000SG344,,2000SG344_2101-05-21,,3.08e-08,
2000SG344,,2000SG344_2101-06-20,,1.18e-09,
2000SG344,,2000SG344_2101-08-23,9.582e-06,1.585207e-05,1.35802744453748
2000SG344,,2000SG344_2101-09-02,7.722729999999999e-05,4.919027e-05,1.35802744453748
2000SG344,,2000SG344_2101-12-07,6.097e-07,5.6072e-07,1.35802744453748
2000SG344,,2000SG344_2102-01-12,,5.17e-07,
2000SG344,,2000SG344_2102-01-25,2.101e-07,,1.35802744453748
2000SG344,,2000SG344_2102-02-01,,1.9680000000000002e-07,
2000SG344,,2000SG344_2102-08-10,5.266e-07,,1.35802744453748
