des_chr,des_num,event_id,ip_NASA,ip_ESA,v_inf
2016TG94,,2016TG94_2114-10-10,2.9204089999999996e-06,3.0459999999999997e-06,8.76958735965879
2016TG94,,2016TG94_2115-10-10,4.8506e-07,5.8e-07,8.76958735965879
2016TG94,,2016TG94_2116-10-09,1.9724e-06,1.9409999999999997e-06,8.76958735965879
2016TG94,,2016TG94_2117-10-10,2.019e-08,2.22e-08,8.76958735965879
2016TG94,,2016TG94_2118-10-10,1.218e-07,1.360437e-07,8.76958735965879
2016TG94,,2016TG94_2120-10-09,2.05913e-07,,8.76958735965879
2016TG94,,2016TG94_2121-10-10,6.437399999999999e-07,6.040000000000001e-07,8.76958735965879
2016TH,,2016TH_2072-03-31,4.933e-06,7.09e-09,7.41447492214423
2016TH,,2016TH_2077-03-07,1.579e-10,,7.41447492214423
2016TH,,2016TH_2079-10-05,1.949e-08,,7.41447492214423
2016TH,,2016TH_2080-03-31,1.456e-08,,7.41447492214423
2016TH,,2016TH_2081-03-31,1.27e-06,9.91e-07,7.41447492214423
2016TH,,2016TH_2083-03-31,6.133e-08,3.57e-11,7.41447492214423
2016TH,,2016TH_2084-10-04,2.571e-07,8.65e-08,7.41447492214423
2016TH,,2016TH_2085-03-31,1.36479e-07,,7.41447492214423
2016TH,,2016TH_2088-03-25,4.583e-09,,7.41447492214423
2016TH,,2016TH_2093-03-31,7.519e-08,4.22e-08,7.41447492214423
2016TH,,2016TH_2094-03-08,2.453e-10,,7.41447492214423
2016TH,,2016TH_2094-10-03,4.958e-08,,7.41447492214423
2016TH,,2016TH_2095-04-01,7.164e-08,,7.41447492214423
2016TH,,2016TH_2095-10-04,2.093e-07,1.34e-07,7.41447492214423
2016TH,,2016TH_2097-10-04,1.089e-08,,7.41447492214423
2016TH,,2016TH_2100-10-04,,3.01e-08,
2016TH,,2016TH_2103-04-02,6.929e-08,,7.41447492214423
2016TH,,2016TH_2103-10-05,3.112e-08,,7.41447492214423
2016TH,,2016TH_2105-03-27,,1.6773e-09,
2016TH,,2016TH_2106-04-01,,2.66e-09,
2016TH,,2016TH_2107-04-01,2.6336999999999996e-07,3.6e-11,7.41447492214423
2016TH,,2016TH_2108-05-28,,1.88e-08,
2016TH,,2016TH_2109-10-04,2.5899e-07,2.37e-07,7.41447492214423
2016TH,,2016TH_2111-04-01,,4.64e-10,
2016TH,,2016TH_2111-10-06,3.559e-08,9.810000000000001e-08,7.41447492214423
2016TH,,2016TH_2112-04-01,5.381e-07,7.285e-07,7.41447492214423
2016TH,,2016TH_2112-10-04,2.716e-07,2.41e-07,7.41447492214423
2016TH,,2016TH_2113-10-05,1.522e-07,,7.41447492214423
2016TH,,2016TH_2115-10-05,1.017e-07,,7.41447492214423
2016TH,,2016TH_2118-04-01,5.541999999999999e-07,,7.41447492214423
2016TH,,2016TH_2118-10-04,1.21349e-06,2.4665000000000003e-08,7.41447492214423
2016TM,,2016TM_2076-06-08,6.335e-08,,4.28473306550245
2016TM,,2016TM_2085-06-23,3.65e-08,,4.28473306550245
2016TM,,2016TM_2093-06-10,3.048e-07,6.15e-08,4.28473306550245
2016TM,,2016TM_2100-06-24,,6.69e-09,
2016TM,,2016TM_2107-06-17,,1.99e-10,
2016TM,,2016TM_2117-06-13,2.919e-09,,4.28473306550245
2016TM,,2016TM_2120-06-12,1.149e-07,1.25e-07,4.28473306550245
2016TQ18,,2016TQ18_2086-09-30,1.342e-07,,9.58940567750698
2016TQ18,,2016TQ18_2102-10-01,1.689e-07,,9.58940567750698
2016TQ18,,2016TQ18_2110-10-01,6.471e-06,1.06e-05,9.58940567750698
2016TQ2,,2016TQ2_2110-10-04,2.0598e-06,1.8480000000000001e-06,15.2111165977373
2016TQ2,,2016TQ2_2115-10-04,4.7057999999999997e-07,4.36e-07,15.2111165977373
2016TQ2,,2016TQ2_2117-10-04,1.2071999999999999e-07,,15.2111165977373
2016TQ2,,2016TQ2_2120-10-04,9.355873999999999e-06,3.02457e-06,15.2111165977373
2016TQ54,,2016TQ54_2082-10-02,4.764e-10,1.55e-11,9.00024891979062
2016TQ54,,2016TQ54_2087-02-18,3.73e-10,,9.00024891979062
2016TQ54,,2016TQ54_2096-10-02,3.97e-07,3.05e-07,9.00024891979062
2016TQ54,,2016TQ54_2098-10-03,2.671e-07,1.77e-07,9.00024891979062
2016TQ54,,2016TQ54_2101-10-03,,6.37e-08,
2016TQ54,,2016TQ54_2106-10-04,7.618e-07,1.8910000000000002e-07,9.00024891979062
2016TQ54,,2016TQ54_2107-10-04,,4.5e-09,
2016TQ54,,2016TQ54_2112-02-19,4.227e-09,7.15e-09,9.00024891979062
2016TQ54,,2016TQ54_2113-02-18,2.248e-07,1.47e-07,9.00024891979062
2016TQ54,,2016TQ54_2114-02-19,2.216e-09,,9.00024891979062
2016TQ54,,2016TQ54_2118-10-04,7.958e-08,1.262e-07,9.00024891979062
2016TQ54,,2016TQ54_2120-10-04,6.68e-08,,9.00024891979062
2016TT,,2016TT_2062-09-27,,6.86e-09,
2016TT,,2016TT_2083-09-27,1.463e-08,,11.5513553957302
2016TT,,2016TT_2084-09-26,,1.9e-08,
2016TT,,2016TT_2088-09-26,1.348e-07,8.66e-08,11.5513553957302
2016TT,,2016TT_2095-09-27,1.75964e-07,,11.5513553957302
2016TT,,2016TT_2096-09-26,4.362e-08,,11.5513553957302
2016TY55,,2016TY55_2074-10-19,3.885e-07,,4.60890867497062
2016TY55,,2016TY55_2082-10-20,3.092e-05,1.53e-05,4.60890867497062
2016TY55,,2016TY55_2083-10-20,8.86e-07,6.48e-07,4.60890867497062
2016TY55,,2016TY55_2085-10-19,3.797e-07,2.47e-07,4.60890867497062
2016TY55,,2016TY55_2088-10-19,2.025e-07,,4.60890867497062
2016TY55,,2016TY55_2089-10-19,3.082e-07,8.36e-08,4.60890867497062
2016TY55,,2016TY55_2091-10-19,3.559e-07,3.75e-08,4.60890867497062
2016TY55,,2016TY55_2093-10-19,,2.07e-09,
2016TY55,,2016TY55_2094-10-19,3.117e-06,1.27e-06,4.60890867497062
2016TY55,,2016TY55_2095-10-19,2.9795099999999997e-07,5.74e-08,4.60890867497062
2016TY55,,2016TY55_2096-04-15,2.778e-08,,4.60890867497062
2016TY55,,2016TY55_2096-10-19,2.91e-07,2.19e-09,4.60890867497062
2016TY55,,2016TY55_2097-10-19,1.872e-08,,4.60890867497062
2016TY55,,2016TY55_2100-10-19,5.9036e-08,,4.60890867497062
2016TY55,,2016TY55_2103-10-20,5.3292e-08,,4.60890867497062
2016TY55,,2016TY55_2108-10-19,2.735e-07,,4.60890867497062
2016TY55,,2016TY55_2109-04-16,3.12e-06,1.78e-06,4.60890867497062
2016TY55,,2016TY55_2109-10-20,1.255e-08,,4.60890867497062
2016TY55,,2016TY55_2110-04-16,,1.85e-08,
2016TY55,,2016TY55_2111-10-20,1.2e-08,,4.60890867497062
2016TY55,,2016TY55_2112-10-19,8.3199e-07,1.96e-06,4.60890867497062
2016TY55,,2016TY55_2113-10-20,1.861e-08,1.66e-09,4.60890867497062
2016TY55,,2016TY55_2114-10-20,4.141e-07,4.39e-07,4.60890867497062
2016TY55,,2016TY55_2116-10-19,,4.67e-10,
2016TY55,,2016TY55_2117-10-20,4.143e-07,2.64e-07,4.60890867497062
2016TY55,,2016TY55_2118-10-20,,3.1e-07,
2016TY55,,2016TY55_2119-04-17,5.571e-08,,4.60890867497062
2016TY55,,2016TY55_2121-10-20,3.09e-08,3.32e-11,4.60890867497062
2016UB26,,2016UB26_2066-03-14,,3.74e-08,
2016UQ36,,2016UQ36_2041-10-24,1.044e-07,,11.3631942633638
2016UQ36,,2016UQ36_2047-10-25,3.085e-08,,11.3631942633638
2016UQ36,,2016UQ36_2050-10-24,1.815e-08,,11.3631942633638
2016UR36,,2016UR36_2107-04-08,2.394e-09,7.69e-09,16.7236987381703
2016UR36,,2016UR36_2114-04-02,,4.13e-09,
2016UR36,,2016UR36_2118-03-30,2.043e-08,,16.7236987381703
2016UR36,,2016UR36_2121-03-30,,1.0063999999999999e-07,
2016VA18,,2016VA18_2038-05-01,,2.51e-09,
2016VA18,,2016VA18_2042-05-01,,4.897e-10,
2016VA18,,2016VA18_2052-05-01,,1.1880000000000001e-08,
2016VA18,,2016VA18_2053-05-01,,1.95e-10,
2016VA18,,2016VA18_2054-05-02,,3.69e-10,
2016VA18,,2016VA18_2058-05-01,,2.361e-09,
2016VA18,,2016VA18_2062-05-02,,7.37e-11,
2016VA18,,2016VA18_2068-05-01,,1.09e-09,
2016VA18,,2016VA18_2075-05-02,,1.24e-09,
2016VA18,,2016VA18_2076-04-30,,4.64e-11,
2016VA18,,2016VA18_2077-05-01,,1.57e-10,
2016VA18,,2016VA18_2082-04-30,,3.22e-09,
2016VA18,,2016VA18_2091-05-02,,6.84e-09,
2016VA18,,2016VA18_2092-05-01,,1.154e-10,
2016VA18,,2016VA18_2096-05-01,,3.4810000000000003e-09,
2016VA18,,2016VA18_2105-05-02,,8.71e-09,
2016VA18,,2016VA18_2117-05-02,,1.46e-09,
2016VA18,,2016VA18_2118-05-02,,1.33e-09,
2016VA18,,2016VA18_2122-05-02,,6.78e-10,
2016VB1,,2016VB1_2065-10-28,1.767e-05,4.29e-08,5.45382338055784
2016VB1,,2016VB1_2067-10-27,1.11e-07,,5.45382338055784
2016VB1,,2016VB1_2067-11-06,1.069e-06,6.72e-09,5.45382338055784
2016VB1,,2016VB1_2070-11-07,1.065e-07,,5.45382338055784
2016VB1,,2016VB1_2071-11-07,9.2431e-07,6.87e-07,5.45382338055784
2016VB1,,2016VB1_2075-11-10,6.54228e-05,0.000108,5.45382338055784
2016VB1,,2016VB1_2078-10-20,5.799e-05,3.9e-08,5.45382338055784
2016VB1,,2016VB1_2079-11-08,1.26e-06,,5.45382338055784
2016VB1,,2016VB1_2080-11-07,2.02e-07,,5.45382338055784
2016VB1,,2016VB1_2081-11-06,1.0741e-06,9.4531e-08,5.45382338055784
2016VB1,,2016VB1_2082-11-02,9.44294e-06,1.257e-05,5.45382338055784
2016VB1,,2016VB1_2084-10-31,5.517e-08,,5.45382338055784
2016VB1,,2016VB1_2085-11-07,7.843e-08,3.58e-11,5.45382338055784
2016VB1,,2016VB1_2087-11-07,0.00013762066000000002,4.48e-06,5.45382338055784
2016VB1,,2016VB1_2088-11-03,1.878441e-05,7.015149999999999e-06,5.45382338055784
2016VB1,,2016VB1_2089-11-05,2.5087e-06,7.790000000000001e-10,5.45382338055784
2016VB1,,2016VB1_2090-10-29,5.407e-05,0.000181,5.45382338055784
2016VB1,,2016VB1_2090-11-07,1.230678e-05,5.73557e-06,5.45382338055784
2016VB1,,2016VB1_2091-11-06,4.43573e-06,8.105e-10,5.45382338055784
2016VB1,,2016VB1_2092-10-26,9.9598e-07,,5.45382338055784
2016VB1,,2016VB1_2092-11-07,4.6509880000000005e-05,0.00034212999999999995,5.45382338055784
2016VB1,,2016VB1_2093-11-04,0.000606309008,0.0009022,5.45382338055784
2016VB1,,2016VB1_2094-11-07,8.1793e-06,1.3377e-05,5.45382338055784
2016VB1,,2016VB1_2095-11-02,2.413e-06,,5.45382338055784
2016VB1,,2016VB1_2096-11-06,1.31976e-06,,5.45382338055784
2016VB1,,2016VB1_2097-11-04,2.123e-05,5.78e-05,5.45382338055784
2016VB1,,2016VB1_2098-11-06,6.50549e-06,1.43e-05,5.45382338055784
2016VB1,,2016VB1_2099-11-02,1.12e-07,,5.45382338055784
2016VB1,,2016VB1_2099-11-10,5.136e-06,9.34e-06,5.45382338055784
2016VB1,,2016VB1_2100-11-06,4.41862e-06,4.71e-07,5.45382338055784
2016VB1,,2016VB1_2101-11-06,2.95763e-05,5.79e-05,5.45382338055784
2016VB1,,2016VB1_2102-11-02,4.589397e-06,7.7e-08,5.45382338055784
2016VB1,,2016VB1_2103-11-05,1.051529e-05,3.784e-05,5.45382338055784
2016VB1,,2016VB1_2104-11-06,2.5004599999999998e-06,4.850235e-07,5.45382338055784
2016VB1,,2016VB1_2105-11-02,8.139617e-05,6.63671683e-05,5.45382338055784
2016VB1,,2016VB1_2106-11-01,4.752e-07,,5.45382338055784
2016VB1,,2016VB1_2106-11-08,2.9026e-06,1.01e-08,5.45382338055784
2016VB1,,2016VB1_2107-11-07,5.4865e-06,1.6369000000000002e-05,5.45382338055784
2016VB1,,2016VB1_2108-11-07,4.49104e-05,3.241e-05,5.45382338055784
2016VB1,,2016VB1_2109-10-27,8.679e-08,,5.45382338055784
2016VB1,,2016VB1_2109-11-04,4.43025e-06,9.23e-07,5.45382338055784
2016VB1,,2016VB1_2110-11-07,2.5056e-07,9.76e-07,5.45382338055784
2016VB1,,2016VB1_2111-11-08,3.723e-07,1.298e-07,5.45382338055784
2016VB1,,2016VB1_2112-10-28,1.326e-07,,5.45382338055784
2016VB1,,2016VB1_2112-11-09,4.2489e-07,1.450201e-05,5.45382338055784
2016VB1,,2016VB1_2113-11-04,3.6641500000000003e-06,7.78e-06,5.45382338055784
2016VB1,,2016VB1_2114-11-05,3.21739e-06,7.66254e-08,5.45382338055784
2016VB1,,2016VB1_2115-11-06,9.334490000000001e-06,6.74e-06,5.45382338055784
2016VB1,,2016VB1_2116-11-06,2.592e-06,,5.45382338055784
2016VB1,,2016VB1_2117-11-04,1.4520960000000001e-05,3.87e-06,5.45382338055784
2016VB1,,2016VB1_2118-10-22,3.916e-09,,5.45382338055784
2016VB1,,2016VB1_2118-11-03,3.242144e-05,3.0277e-05,5.45382338055784
2016VB1,,2016VB1_2119-10-20,2.906e-08,,5.45382338055784
2016VB1,,2016VB1_2119-11-04,2.563e-06,1.389e-08,5.45382338055784
2016VB1,,2016VB1_2120-11-06,1.05422e-05,5.69e-08,5.45382338055784
2016VB1,,2016VB1_2121-11-05,5.184349999999999e-06,1.17e-06,5.45382338055784
2016VB1,,2016VB1_2122-11-01,,5.97e-07,
2016VB1,,2016VB1_2122-11-08,,7.108599999999999e-08,
2016VF18,,2016VF18_2036-10-27,,7.81e-10,
2016VF18,,2016VF18_2037-11-11,3.769e-08,1.7e-08,10.098316511083
2016VF18,,2016VF18_2077-10-20,1.281e-06,2.13e-06,10.098316511083
2016VH,,2016VH_2115-10-24,5.633e-10,6.29e-10,4.79
2016VZ17,,2016VZ17_2041-08-18,,1.43e-08,
2016VZ17,,2016VZ17_2055-08-19,5.271e-09,,9.37241205013735
2016VZ17,,2016VZ17_2059-08-19,7.866e-10,,9.37241205013735
2016VZ17,,2016VZ17_2066-08-19,6.785e-10,,9.37241205013735
2016VZ17,,2016VZ17_2076-08-18,6.485e-09,,9.37241205013735
2016VZ17,,2016VZ17_2083-08-19,1.0151e-08,,9.37241205013735
2016VZ17,,2016VZ17_2089-08-19,1.173e-08,,9.37241205013735
2016VZ17,,2016VZ17_2090-08-19,7.907e-10,,9.37241205013735
2016VZ17,,2016VZ17_2101-08-20,1.243e-08,,9.37241205013735
2016VZ17,,2016VZ17_2111-08-20,1.281e-10,,9.37241205013735
2016WF7,,2016WF7_2087-11-21,5.963e-08,,6.54448892941808
2016WF7,,2016WF7_2102-11-23,6.942e-08,,6.54448892941808
2016WF7,,2016WF7_2111-11-21,1.425e-07,,6.54448892941808
2016WF7,,2016WF7_2113-11-21,1.444e-06,1.49e-06,6.54448892941808
2016WF7,,2016WF7_2115-11-20,,1.9e-10,
2016WF7,,2016WF7_2120-11-19,1.2014150000000003e-06,3.9699999999999997e-07,6.54448892941808
2016WG,,2016WG_2076-06-22,1.58821e-06,5.2135e-06,23.5992257521589
2016WG,,2016WG_2078-06-24,1.071e-08,,23.5992257521589
2016WG,,2016WG_2081-06-23,,6.76e-08,
2016WG,,2016WG_2083-06-24,3.038e-08,,23.5992257521589
2016WG,,2016WG_2085-06-23,1.067e-08,,23.5992257521589
2016WG,,2016WG_2086-06-23,2.95982e-07,6.047605000000001e-07,23.5992257521589
2016WG,,2016WG_2091-06-23,4.7849e-07,1.273e-07,23.5992257521589
2016WG,,2016WG_2093-06-23,3.9919e-08,,23.5992257521589
2016WG,,2016WG_2095-06-23,8.435e-10,,23.5992257521589
2016WG,,2016WG_2096-06-22,1.1323329999999998e-06,1.141082e-07,23.5992257521589
2016WG,,2016WG_2098-06-23,4.621e-09,,23.5992257521589
2016WG,,2016WG_2101-06-24,2.50725e-06,3.34e-08,23.5992257521589
2016WG,,2016WG_2102-06-24,5.004e-09,4.61e-09,23.5992257521589
2016WG,,2016WG_2105-06-24,4.059e-08,,23.5992257521589
2016WG,,2016WG_2108-06-24,7.589e-08,,23.5992257521589
2016WG,,2016WG_2115-06-24,2.9367e-08,,23.5992257521589
2016WG,,2016WG_2118-11-30,1.395e-09,,23.5992257521589
2016WJ1,620100,2016WJ1_2124-12-14,7.676e-06,,14.85
2016WN7,,2016WN7_2095-11-22,2.834e-06,2.15e-06,6.16143422949437
2016WN7,,2016WN7_2100-11-22,1.287e-07,,6.16143422949437
2016WN7,,2016WN7_2118-11-22,3.00404e-07,,6.16143422949437
2016WQ1,,2016WQ1_2084-09-27,1.005e-07,,7.67416138112216
2016WQ1,,2016WQ1_2091-11-16,1.382e-08,,7.67416138112216
2016WQ1,,2016WQ1_2103-09-26,1.062e-07,,7.67416138112216
2016WQ1,,2016WQ1_2105-09-21,1.483e-08,,7.67416138112216
2016WQ1,,2016WQ1_2115-09-26,1.808e-08,,7.67416138112216
2016WQ1,,2016WQ1_2116-09-25,1.302e-08,,7.67416138112216
2016WR55,,2016WR55_2100-11-28,1.136e-09,2.15e-11,14.1285912812899
2016WR55,,2016WR55_2101-11-28,,2.55e-08,
2016WR55,,2016WR55_2108-11-28,2.906e-08,3.51e-08,14.1285912812899
2016WR55,,2016WR55_2109-11-28,1.8827e-07,1.9799000000000001e-07,14.1285912812899
2016WR55,,2016WR55_2110-11-29,5.21e-07,6.2224e-07,14.1285912812899
2016WR55,,2016WR55_2111-11-29,3.075e-08,,14.1285912812899
2016WR55,,2016WR55_2112-11-28,,1.87e-09,
2016WR55,,2016WR55_2113-11-28,6.743e-08,6.84e-08,14.1285912812899
2016WR55,,2016WR55_2114-11-29,3.902e-09,5.28e-11,14.1285912812899
2016WR55,,2016WR55_2115-11-29,1.62634e-06,1.539e-06,14.1285912812899
2016WT,,2016WT_2058-11-17,2.803e-09,,10.707226567419
2016WT,,2016WT_2069-11-17,1.075e-08,,10.707226567419
2016WT,,2016WT_2070-11-18,3.095e-08,5.25e-10,10.707226567419
2016WT,,2016WT_2072-11-17,5.679e-07,4.8e-07,10.707226567419
2016WT,,2016WT_2074-11-17,2.014e-07,2.04e-07,10.707226567419
2016WT,,2016WT_2076-11-17,3.644e-08,,10.707226567419
2016WT,,2016WT_2083-11-18,6.769e-09,,10.707226567419
2016WT,,2016WT_2084-11-17,2.186e-08,,10.707226567419
2016WT,,2016WT_2085-11-17,1.511e-08,,10.707226567419
2016WT,,2016WT_2086-11-18,1.124e-06,1.03e-06,10.707226567419
2016WT,,2016WT_2087-11-18,2.21e-08,,10.707226567419
2016WT,,2016WT_2088-11-17,1.332e-07,1.5943e-07,10.707226567419
2016WT,,2016WT_2091-11-18,3.481e-09,,10.707226567419
2016WT,,2016WT_2096-11-17,,1.28e-08,
2016WT,,2016WT_2097-11-17,,7.84e-10,
2016WT,,2016WT_2099-11-18,6.74957e-07,1.227207e-07,10.707226567419
2016WT,,2016WT_2100-11-18,1.288857e-06,1.284e-06,10.707226567419
2016WT,,2016WT_2101-11-18,2.5482e-07,9.8094e-08,10.707226567419
2016WT,,2016WT_2102-11-19,4.7316000000000005e-08,1.48e-09,10.707226567419
2016WT,,2016WT_2103-11-19,1.91768e-06,1.5132000000000002e-06,10.707226567419
2016WT,,2016WT_2104-11-18,1.033673e-06,9.27e-07,10.707226567419
2016WT,,2016WT_2105-11-18,4.9659e-07,4.824e-07,10.707226567419
2016WT,,2016WT_2106-11-19,4.0683e-07,3.7849700000000003e-07,10.707226567419
2016WT,,2016WT_2107-11-19,4.8208320000000005e-06,4.0400234000000005e-06,10.707226567419
2016WT,,2016WT_2109-11-18,2.47006e-08,2.0844e-08,10.707226567419
2016WT,,2016WT_2111-11-19,5.626267e-06,5.232058700000001e-06,10.707226567419
2016WT,,2016WT_2112-11-18,5.613e-09,,10.707226567419
2016WT,,2016WT_2113-11-19,1.35221e-06,1.21857e-06,10.707226567419
2016WT,,2016WT_2114-11-18,3.5421e-08,2.18e-10,10.707226567419
2016WT,,2016WT_2115-11-19,5.24797e-06,5.2737e-06,10.707226567419
2016WT,,2016WT_2116-11-18,4.114e-08,,10.707226567419
2016WT,,2016WT_2117-11-19,5.103648e-06,4.676000000000001e-06,10.707226567419
2016WT,,2016WT_2119-11-19,1.2952930000000001e-06,1.302248e-06,10.707226567419
2016WT,,2016WT_2120-11-19,9.504e-08,,10.707226567419
2016WT,,2016WT_2121-11-19,7.05247e-07,6.10921e-07,10.707226567419
2016WU,,2016WU_2089-05-15,,3.68e-10,
2016WU,,2016WU_2090-11-16,,6.02e-09,
2016WU,,2016WU_2109-05-16,1.837e-06,1.17e-06,7.05
2016WU,,2016WU_2110-11-17,,1.21e-08,
2016WU,,2016WU_2117-05-16,,2.59e-08,
2016WU,,2016WU_2122-05-16,,7.19e-10,
2016WW2,,2016WW2_2098-11-21,,1.96e-08,
2016WW2,,2016WW2_2107-11-24,2.4021999999999998e-08,4.49e-08,10.0183798184997
2016WY,,2016WY_2091-11-11,1.665e-07,2.41e-09,3.24007322672384
2016WY,,2016WY_2092-11-11,5.818e-06,,3.24007322672384
2016WY,,2016WY_2094-11-09,1.0986e-06,1.04e-08,3.24007322672384
2016WY,,2016WY_2096-11-12,8.256e-07,,3.24007322672384
2016WY,,2016WY_2097-11-11,8.545200000000001e-05,9.577400000000001e-05,3.24007322672384
2016WY,,2016WY_2101-11-09,2.921e-09,,3.24007322672384
2016WY,,2016WY_2104-11-05,1.312e-06,,3.24007322672384
2016WY,,2016WY_2106-11-05,5.911e-08,,3.24007322672384
2016WY,,2016WY_2107-11-08,1.8584399999999998e-05,5.42991e-05,3.24007322672384
2016WY,,2016WY_2108-11-03,4.8944e-07,,3.24007322672384
2016WY,,2016WY_2109-11-08,2.6617e-07,,3.24007322672384
2016WY,,2016WY_2110-11-08,8.026799999999999e-08,,3.24007322672384
2016WY,,2016WY_2111-11-05,1.1518250000000001e-05,7.52e-06,3.24007322672384
2016WY,,2016WY_2112-11-06,2.042e-08,,3.24007322672384
2016WY,,2016WY_2114-11-09,2.0294e-06,1.23e-06,3.24007322672384
2016WY,,2016WY_2116-11-15,,2.25e-08,
2016WY,,2016WY_2117-11-04,2.20611e-07,,3.24007322672384
2016WY,,2016WY_2119-11-09,5.28e-09,4.54e-08,3.24007322672384
2016WY,,2016WY_2120-11-04,6.535e-07,,3.24007322672384
2016WY,,2016WY_2120-12-16,1.017e-08,,3.24007322672384
2016WY,,2016WY_2121-11-06,2.7777799999999998e-06,,3.24007322672384
2016XL23,,2016XL23_2080-11-29,5.978e-05,1.11e-06,9.94939623953604
2016XL23,,2016XL23_2086-11-29,9.203e-07,9.51e-07,9.94939623953604
2016XL23,,2016XL23_2098-11-30,2.709e-07,2.24e-07,9.94939623953604
2016YM4,,2016YM4_2121-07-20,1.338e-05,1.38e-05,18.98
2017AA21,,2017AA21_2027-02-09,,5.08e-11,
2017AA21,,2017AA21_2028-02-06,,1.34e-07,
2017AA21,,2017AA21_2030-02-09,,6.45e-08,
2017AA21,,2017AA21_2032-02-06,,1.26e-07,
2017AA21,,2017AA21_2033-02-08,,1.52e-09,
2017AA21,,2017AA21_2034-02-15,,1.34e-07,
2017AA21,,2017AA21_2037-02-13,,1.84e-08,
2017AA21,,2017AA21_2040-02-10,,9.79e-10,
2017AA21,,2017AA21_2042-02-14,7.745e-09,,6.9051636340361
2017AA21,,2017AA21_2043-02-13,,8.38e-10,
2017AA21,,2017AA21_2044-02-08,,6.47e-08,
2017AA21,,2017AA21_2048-02-15,1.088e-08,4.4e-09,6.9051636340361
2017AA21,,2017AA21_2052-02-11,,7.03e-09,
2017AA21,,2017AA21_2054-02-14,,1.01e-08,
2017AA21,,2017AA21_2056-02-14,3.49e-08,,6.9051636340361
2017AA21,,2017AA21_2058-02-09,,5.15e-10,
2017AA21,,2017AA21_2064-02-12,,7.86e-10,
2017AA21,,2017AA21_2069-02-14,6.908e-10,,6.9051636340361
2017AA21,,2017AA21_2074-02-13,2.61e-09,4.96e-09,6.9051636340361
2017AA21,,2017AA21_2076-02-08,,4.928e-08,
2017AA21,,2017AA21_2077-02-05,,8.846800000000001e-07,
2017AA21,,2017AA21_2077-02-18,,4.84e-09,
2017AA21,,2017AA21_2080-02-14,,9.174e-08,
2017AA21,,2017AA21_2083-02-13,9.135e-08,5.67e-11,6.9051636340361
2017AA21,,2017AA21_2084-02-15,5.014e-08,,6.9051636340361
2017AA21,,2017AA21_2085-02-11,,1.75e-08,
2017AA21,,2017AA21_2088-02-09,,1.47e-08,
2017AA21,,2017AA21_2089-02-13,,5e-09,
2017AA21,,2017AA21_2091-02-11,5.35e-10,,6.9051636340361
2017AA21,,2017AA21_2093-02-15,,5.542e-07,
2017AA21,,2017AA21_2096-02-16,,6.19e-09,
2017AA21,,2017AA21_2103-02-09,,9.76e-09,
2017AA21,,2017AA21_2109-02-13,7.689e-10,1.8e-09,6.9051636340361
2017AA21,,2017AA21_2112-02-13,2.047e-08,,6.9051636340361
2017AA21,,2017AA21_2115-02-09,,7.794999999999999e-08,
2017AA21,,2017AA21_2119-02-15,1.976e-10,1.53e-09,6.9051636340361
2017AA21,,2017AA21_2121-02-11,,6.72e-09,
2017AB21,,2017AB21_2056-09-25,,9.48e-11,
2017AB21,,2017AB21_2066-09-25,,8.86e-11,
2017AB21,,2017AB21_2071-09-26,,2.51e-10,
2017AB21,,2017AB21_2076-09-25,,2.18e-10,
2017AB21,,2017AB21_2081-09-25,,2.52e-10,
2017AE21,,2017AE21_2039-12-17,,3.87e-10,
2017AE21,,2017AE21_2051-01-28,,1.74e-09,
2017AE21,,2017AE21_2052-05-08,,4.27e-10,
2017AE21,,2017AE21_2060-05-08,,4.62e-10,
2017AE21,,2017AE21_2073-05-06,,1.25e-08,
2017AE21,,2017AE21_2073-12-20,,1.17e-10,
2017AE21,,2017AE21_2076-05-07,,1.14e-10,
2017AE21,,2017AE21_2078-05-06,,3.54e-09,
2017AE21,,2017AE21_2088-05-07,,5.4e-10,
2017AE21,,2017AE21_2119-12-18,,3.01e-11,
2017AT20,,2017AT20_2028-06-20,6.202e-07,,7.56616039268209
2017AT20,,2017AT20_2040-06-20,8.25394e-08,,7.56616039268209
2017AT20,,2017AT20_2041-06-20,7.5106e-07,,7.56616039268209
2017AT20,,2017AT20_2042-06-21,5.482e-07,,7.56616039268209
2017AT20,,2017AT20_2043-06-21,1.734e-07,,7.56616039268209
2017AT20,,2017AT20_2051-06-21,8.286e-08,,7.56616039268209
2017AT20,,2017AT20_2052-06-20,1.214e-08,,7.56616039268209
2017AT20,,2017AT20_2053-06-20,1.306104e-06,,7.56616039268209
2017AT20,,2017AT20_2054-06-20,1.013417e-06,,7.56616039268209
2017AT20,,2017AT20_2054-12-20,1.9724e-06,,7.56616039268209
2017AT20,,2017AT20_2055-06-21,1.0918e-06,,7.56616039268209
2017AT20,,2017AT20_2056-06-19,1.4146499999999998e-07,,7.56616039268209
2017AT20,,2017AT20_2057-06-20,1.867778e-07,,7.56616039268209
2017AT20,,2017AT20_2059-06-20,7.378000000000001e-10,,7.56616039268209
2017AT20,,2017AT20_2062-06-20,5.716e-10,,7.56616039268209
2017AT20,,2017AT20_2063-06-21,9.949e-10,,7.56616039268209
2017AT20,,2017AT20_2064-06-20,1.583e-08,,7.56616039268209
2017AT20,,2017AT20_2065-06-21,1.652e-08,,7.56616039268209
